node_type,org_cat,corp_cat,corp_sub,revenue_or_assets_$M,fortune_500_rank,Unnamed: 7,banker,PPG_director,PPG_member,bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
person,,,,,,,False,False,False,2,5,1.4166666666666665,0.272,0.0738327904451683,0.002429517704650368,0.0025872797931621454,8.588235294117647,9.2,0.00778044857344076,0.009706886103556875,0.6,6,7,6,4,2.5,335.0,367.0,306.0,344.0,298.0,330.0,337.0,342.0,5,1.23,9.2,34,8.33,10.294117647058824,165,40.44,10.836363636363636
person,,,,,,,False,False,True,2,7,2.083333333333333,0.28874734607218683,0.07495866250229653,0.003753572073260284,0.003923848409142527,8.8,10.142857142857142,0.02053398872495816,0.010235534625429787,0.42857142857142855,9,6,14,5,3.5,265.0,298.0,234.0,331.0,243.0,288.0,232.0,331.0,7,1.72,10.142857142857142,52,12.75,10.903846153846153,197,48.28,10.903553299492385
person,,,,,,,False,False,False,2,12,3.7833333333333337,0.29846378931967815,0.08683006420033341,0.00623828178646466,0.008854517678047088,11.259911894273127,11.5,0.045705041615210745,0.10534212904026105,0.48484848484848486,32,6,25,7,6.0,74.0,60.0,161.0,77.0,137.0,108.0,96.0,19.0,12,2.94,11.5,59,14.46,11.186440677966102,226,55.39,10.91150442477876
person,,,,,,,False,False,False,2,3,1.0,0.21900161030595813,0.06395485539619092,0.00034768858363249966,0.0005701843937138054,3.333333333333333,3.3333333333333335,0.0025630626638262575,0.003359883237929528,0.3333333333333333,1,8,3,2,1.5,386.0,389.0,397.0,400.0,380.0,378.0,376.0,385.0,3,0.74,3.3333333333333335,8,1.96,8.375,40,9.8,12.875
person,,,,,,,False,False,False,2,7,2.1666666666666665,0.29039145907473307,0.08240759442536862,0.004115597586641002,0.008320672658907954,8.807692307692308,9.0,0.011660527634265784,0.014261588880293446,0.42857142857142855,9,5,14,5,3.5,265.0,290.0,222.0,179.0,221.0,131.0,305.0,302.0,7,1.72,9.0,45,11.03,10.577777777777778,199,48.77,10.28140703517588
person,,,,,,,False,False,False,2,10,3.166666666666667,0.29977957384276266,0.08699360341151385,0.008401360350053696,0.013165772724596249,9.526315789473683,9.6,0.018354500198211644,0.023834719813267888,0.4444444444444444,20,5,17,6,5.0,140.0,128.0,151.0,74.0,90.0,32.0,255.0,248.0,10,2.45,9.6,54,13.24,10.833333333333334,232,56.86,10.775862068965518
person,,,,,,,True,False,False,2,9,2.8333333333333335,0.2829403606102635,0.08193593734310674,0.002611905288292081,0.002603639735992677,11.705882352941176,11.666666666666666,0.03142772306184776,0.06306420154311478,0.7777777777777778,28,7,28,8,4.5,176.0,186.0,258.0,198.0,293.0,328.0,166.0,70.0,9,2.21,11.666666666666666,46,11.27,12.195652173913043,193,47.3,11.077720207253886
person,,,,,,,True,False,False,2,4,1.25,0.22960045019696118,0.06517571884984026,0.00927559047885999,0.007250818046272591,4.7333333333333325,4.75,0.0012770155105380153,0.0013717115412772726,0.3333333333333333,2,6,4,3,2.0,370.0,381.0,388.0,396.0,77.0,161.0,397.0,405.0,4,0.98,4.75,15,3.68,6.133333333333334,56,13.73,9.553571428571429
person,,,,,,,False,False,False,3,11,2.6166666666666667,0.2975929978118162,0.07877968719830084,0.009603599030196874,0.008138548212077622,8.974522292993631,9.272727272727273,0.0330852820508692,0.029524530932921327,0.2909090909090909,16,6,16,6,3.6666666666666665,103.0,230.0,170.0,272.0,66.0,135.0,153.0,214.0,11,2.7,9.272727272727273,61,14.95,11.950819672131148,223,54.66,10.52017937219731
person,,,,,,,False,False,False,2,7,2.25,0.26407766990291265,0.07912343643944536,0.0029056296171902406,0.007220992782490105,8.629629629629628,8.714285714285714,0.011455528237891817,0.027826931742913036,0.42857142857142855,9,7,16,6,3.5,265.0,276.0,337.0,264.0,286.0,162.0,308.0,226.0,7,1.72,8.714285714285714,31,7.6,10.35483870967742,129,31.62,11.65891472868217
person,,,,,,,False,False,False,2,4,1.3333333333333333,0.265625,0.07738998482549317,0.0007227256148175737,0.0014767966973849333,7.749999999999999,7.75,0.011373921480596976,0.011573974893880398,0.5,3,7,6,4,2.0,370.0,372.0,331.0,294.0,368.0,355.0,309.0,316.0,4,0.98,7.75,24,5.88,12.458333333333334,132,32.35,11.636363636363637
person,,,,,,,False,False,False,2,5,1.6666666666666665,0.25154130702836003,0.07698113207547169,0.0012573298594394052,0.0032742532742532767,6.3999999999999995,6.4,0.005361167864186871,0.009770292691132481,0.4,4,7,9,4,2.5,335.0,339.0,359.0,299.0,349.0,308.0,361.0,340.0,5,1.23,6.4,24,5.88,10.25,107,26.23,10.80373831775701
person,,,,,,,False,False,False,2,2,0.6666666666666666,0.21052631578947367,0.06160815402038505,0.0003643987935431788,0.00046952032246149887,3.0,3.0,0.0004096668558523541,0.0007061488629885331,0.0,0,8,2,2,1.0,398.0,398.0,402.0,405.0,379.0,381.0,406.0,406.0,2,0.49,3.0,6,1.47,7.5,34,8.33,9.588235294117647
person,,,,,,,False,False,False,3,8,1.8666666666666665,0.29651162790697677,0.07676628304430995,0.0035084127415893874,0.0031720222896693467,10.973214285714286,11.375,0.03226148436085692,0.027316968887977397,0.42857142857142855,12,7,23,7,2.6666666666666665,222.0,319.0,181.0,304.0,259.0,313.0,156.0,229.0,8,1.96,11.375,54,13.24,13.148148148148149,232,56.86,11.094827586206897
person,,,,,,,True,False,False,3,20,4.866666666666667,0.33251833740831294,0.08995700584279573,0.016935532370140692,0.010287647553690339,13.332191780821915,13.3,0.0964398414617053,0.10555150495443569,0.34210526315789475,65,6,29,8,6.666666666666667,9.0,7.0,27.0,39.0,25.0,73.0,32.0,18.0,20,4.9,13.3,108,26.47,11.185185185185185,293,71.81,10.34470989761092
person,,,,,,,False,False,False,2,6,1.7499999999999998,0.27604871447902574,0.07184996037686009,0.0060851462476224395,0.004815472462531287,8.80952380952381,9.5,0.021019986974958757,0.014284011902075183,0.4666666666666667,7,7,11,4,3.0,304.0,330.0,290.0,362.0,143.0,262.0,228.0,301.0,6,1.47,9.5,36,8.82,12.166666666666666,168,41.18,11.369047619047619
person,,,,,,,False,False,True,2,9,2.75,0.2943722943722944,0.08370947886746,0.003795122567805385,0.007105007973991938,10.212121212121211,10.666666666666666,0.030571537836934087,0.030092602526472806,0.4722222222222222,17,7,23,7,4.5,176.0,196.0,191.0,150.0,240.0,164.0,174.0,211.0,9,2.21,10.666666666666666,51,12.5,12.27450980392157,220,53.92,10.868181818181819
person,,,,,,,False,False,False,2,8,3.2499999999999996,0.28772919605077574,0.08210081497132508,0.0022119350225053612,0.0033848162524633104,8.897435897435898,9.25,0.017133680224812643,0.03581892939475374,0.5714285714285714,16,7,17,6,4.0,222.0,123.0,239.0,190.0,307.0,303.0,260.0,166.0,8,1.96,9.25,40,9.8,12.35,207,50.74,10.97584541062802
person,,,,,,,False,False,False,2,5,1.45,0.26649248856956237,0.07264957264957266,0.0,0.0,10.425287356321839,11.2,0.006144060968668958,0.006814634848778128,1.0,10,6,12,5,2.5,335.0,364.0,327.0,355.0,384.0,383.0,353.0,364.0,5,1.23,11.2,36,8.82,9.13888888888889,135,33.09,10.192592592592593
person,,,,,,,False,False,False,2,11,3.2,0.291220556745182,0.08152662603656709,0.004057920507027504,0.004933021477139124,10.776041666666666,11.272727272727273,0.03176466682258495,0.025053202567022845,0.509090909090909,28,7,24,7,5.5,103.0,125.0,213.0,207.0,225.0,255.0,162.0,244.0,11,2.7,11.272727272727273,50,12.25,10.96,212,51.96,10.650943396226415
person,,,,,,,True,False,False,4,20,3.7428571428571433,0.34517766497461927,0.08234106962663976,0.03402026475615625,0.00781114861997215,11.899491094147582,12.3,0.08662394187445455,0.04571669924274694,0.2789473684210526,53,6,25,7,5.0,9.0,65.0,12.0,181.0,3.0,147.0,37.0,116.0,20,4.9,12.3,117,28.68,10.837606837606838,325,79.66,10.027692307692307
person,,,,,,,False,False,False,2,6,1.7,0.27181878747501664,0.07457503198683971,0.0012572460166567973,0.00208574215927157,10.284313725490195,10.833333333333334,0.014970286572860697,0.01614688532470016,0.6666666666666666,10,7,12,5,3.0,304.0,333.0,308.0,336.0,350.0,346.0,279.0,289.0,6,1.47,10.833333333333334,38,9.31,10.736842105263158,161,39.46,11.043478260869565
person,,,,,,,False,True,False,2,8,2.533333333333333,0.2924731182795699,0.08229124647035095,0.003907123998645816,0.005110467610467616,8.842105263157894,9.5,0.033743365449295806,0.025381360434466985,0.4642857142857143,13,7,16,6,4.0,222.0,244.0,205.0,183.0,233.0,245.0,146.0,241.0,8,1.96,9.5,49,12.01,12.877551020408163,219,53.68,11.155251141552512
person,,,,,,,False,False,True,2,9,2.9166666666666665,0.2707365627073656,0.0797757935214756,0.003385611278957879,0.006253350638377379,7.914285714285713,8.0,0.01409231760684304,0.018211199096342976,0.4444444444444444,16,6,17,6,4.5,176.0,180.0,312.0,251.0,263.0,200.0,289.0,277.0,9,2.21,8.0,40,9.8,10.675,161,39.46,10.84472049689441
person,,,,,,,False,False,False,2,10,3.3333333333333335,0.30699774266365687,0.09196438634058379,0.0034810306040056836,0.013523954934382734,12.699999999999998,12.6,0.028449850908743322,0.0475185576861367,0.5555555555555556,25,6,24,7,5.0,140.0,103.0,108.0,16.0,261.0,28.0,182.0,111.0,10,2.45,12.6,72,17.65,11.152777777777779,243,59.56,10.08230452674897
person,,,,,,,False,False,False,2,9,3.0,0.2732752846617549,0.08326530612244898,0.004678827337600258,0.006868898780663489,9.333333333333332,9.333333333333334,0.013812570609449204,0.026318657622057064,0.6111111111111112,22,7,23,7,4.5,176.0,156.0,299.0,162.0,202.0,175.0,290.0,235.0,9,2.21,9.333333333333334,39,9.56,10.051282051282051,171,41.91,11.105263157894736
person,,,,,,,False,True,False,2,13,4.033333333333334,0.3008849557522124,0.08737552200449727,0.005792958681482057,0.008937198275433572,10.752066115702478,11.076923076923077,0.02800107041560648,0.03941000226756616,0.47435897435897434,37,7,25,7,6.5,57.0,40.0,140.0,67.0,155.0,102.0,185.0,147.0,13,3.19,11.076923076923077,68,16.67,10.426470588235293,234,57.35,10.82905982905983
person,,,,,,,False,False,False,2,2,0.6666666666666666,0.2239297475301866,0.06607287449392713,0.0007760662696711033,0.0013225410284233815,5.5,5.5,0.0035752313793049367,0.005409483879665914,0.0,0,7,2,2,1.0,398.0,398.0,392.0,390.0,363.0,363.0,372.0,369.0,2,0.49,5.5,11,2.7,11.090909090909092,59,14.46,11.864406779661017
person,,,,,,,True,False,False,2,4,1.3333333333333333,0.21947283485745026,0.06675028630637508,0.000874680679978468,0.001512656659715484,4.75,4.75,0.0009971284822394243,0.001959367026236229,0.5,3,7,6,4,2.0,370.0,372.0,396.0,383.0,362.0,354.0,401.0,399.0,4,0.98,4.75,13,3.19,6.3076923076923075,47,11.52,9.914893617021276
person,,,,,,,False,False,False,2,6,1.9166666666666663,0.253416149068323,0.07438468550592525,0.006083570345249409,0.006607036754095582,5.913043478260871,6.166666666666667,0.006222465764227171,0.009613995139397282,0.4,6,7,7,4,3.0,304.0,314.0,356.0,338.0,144.0,186.0,352.0,343.0,6,1.47,6.166666666666667,24,5.88,9.625,114,27.94,11.350877192982455
person,,,,,,,False,False,False,2,8,2.333333333333333,0.2861150070126227,0.08127490039840637,0.005358733032759789,0.0058005484476072715,12.750000000000002,13.125,0.043292758765118955,0.051713742644857195,0.75,21,6,23,7,4.0,222.0,267.0,248.0,213.0,179.0,212.0,105.0,96.0,8,1.96,13.125,55,13.48,12.181818181818182,193,47.3,10.937823834196891
person,,,,,,,False,True,False,5,27,4.232142857142856,0.37124658780709735,0.07989295388531704,0.0591866771660475,0.002214360302595597,12.585091420534463,13.0,0.1749905489457873,0.07179621455701776,0.19943019943019943,70,5,30,8,5.4,1.0,31.0,1.0,250.0,1.0,342.0,6.0,51.0,27,6.62,13.0,153,37.5,11.143790849673202,355,87.01,9.80281690140845
person,,,,,,,True,False,True,2,9,2.75,0.2908054169636493,0.08307034510841901,0.001404066626138356,0.0011954438425026662,13.181818181818182,13.666666666666666,0.04093657584963579,0.0615785174475782,0.8055555555555556,29,6,28,8,4.5,176.0,196.0,216.0,163.0,346.0,366.0,116.0,73.0,9,2.21,13.666666666666666,52,12.75,11.884615384615385,210,51.47,10.647619047619047
person,,,,,,,False,False,False,2,6,1.833333333333333,0.26948480845442535,0.08106497119014504,0.002396596728468898,0.004819319892849305,8.90909090909091,9.166666666666666,0.013658594436838239,0.0285723216397708,0.4666666666666667,7,7,12,5,3.0,304.0,324.0,316.0,223.0,302.0,261.0,291.0,220.0,6,1.47,9.166666666666666,33,8.09,10.969696969696969,150,36.76,11.526666666666667
person,,,,,,,False,False,False,2,10,3.1166666666666667,0.29416005767844267,0.08062444422487897,0.006840913644641261,0.00980903554432966,9.288770053475936,9.8,0.019711497628012747,0.017197197590633793,0.4888888888888889,22,6,17,6,5.0,140.0,142.0,192.0,236.0,114.0,86.0,243.0,285.0,10,2.45,9.8,51,12.5,11.0,211,51.72,10.364928909952607
person,,,,,,,False,False,False,2,9,2.8333333333333335,0.29310344827586204,0.08732876712328767,0.0035020705683555535,0.007026458263089278,11.0,11.11111111111111,0.03312428723927378,0.05345501352226804,0.5,18,7,19,6,4.5,176.0,186.0,199.0,69.0,260.0,168.0,152.0,92.0,9,2.21,11.11111111111111,60,14.71,11.75,214,52.45,10.892523364485982
person,,,,,,,False,False,False,2,3,1.0,0.23748544819557627,0.06675392670157068,0.0,0.0,7.666666666666666,7.666666666666667,0.004376781374197026,0.004202784320072337,1.0,3,7,4,3,1.5,386.0,389.0,376.0,382.0,384.0,383.0,367.0,377.0,3,0.74,7.666666666666667,13,3.19,10.923076923076923,71,17.4,11.28169014084507
person,,,,,,,False,False,False,2,8,2.6666666666666665,0.2783083219645293,0.08730385164051355,0.014423762829419982,0.0197779945774598,9.874999999999998,9.875,0.016584280588221454,0.0474881168421063,0.5714285714285714,16,6,16,6,4.0,222.0,217.0,282.0,71.0,34.0,9.0,266.0,112.0,8,1.96,9.875,43,10.54,11.279069767441861,165,40.44,10.824242424242424
person,,,,,,,True,False,True,2,10,3.0,0.31554524361948955,0.09281164695177434,0.006532522257651545,0.010678656283602803,12.361111111111109,12.7,0.039082740777229306,0.056686417703089124,0.4666666666666667,21,6,23,7,5.0,140.0,156.0,73.0,11.0,126.0,69.0,125.0,87.0,10,2.45,12.7,75,18.38,11.84,270,66.18,10.488888888888889
person,,,,,,,False,True,True,2,10,3.1166666666666667,0.2982456140350877,0.08950639853747716,0.007565800415508213,0.01205515667414063,10.93582887700535,11.5,0.023787027788049725,0.03745328778529299,0.4666666666666667,21,7,23,7,5.0,140.0,142.0,165.0,41.0,102.0,46.0,209.0,159.0,10,2.45,11.5,67,16.42,10.925373134328359,226,55.39,10.56637168141593
person,,,,,,,True,False,False,2,6,1.9166666666666665,0.24772313296903462,0.07305500014921365,0.0029426499787367053,0.0047990073725367845,5.869565217391305,6.0,0.003167093952483506,0.004721153476367999,0.4666666666666667,7,6,7,4,3.0,304.0,311.0,365.0,351.0,283.0,263.0,374.0,372.0,6,1.47,6.0,22,5.39,8.363636363636363,97,23.77,10.525773195876289
person,,,,,,,False,False,False,3,12,2.6333333333333333,0.31726283048211507,0.0795244128252607,0.011293007162354811,0.0043030473177532004,12.208860759493671,12.666666666666666,0.04793832440596602,0.026256109625823337,0.3939393939393939,26,7,25,7,4.0,74.0,229.0,66.0,257.0,51.0,276.0,85.0,236.0,12,2.94,12.666666666666666,80,19.61,11.625,276,67.65,10.384057971014492
person,,,,,,,False,False,False,2,7,3.0,0.2233169129720854,0.06654162929136427,0.0021606246067928645,0.0033282089766046973,6.333333333333332,6.142857142857143,0.0013672821233440674,0.003329772334904151,0.6190476190476191,13,7,13,5,3.5,265.0,156.0,393.0,384.0,311.0,306.0,394.0,386.0,7,1.72,6.142857142857143,15,3.68,6.133333333333334,44,10.78,8.977272727272727
person,,,,,,,False,False,False,2,6,1.9999999999999998,0.27309236947791166,0.08267477203647416,0.0023454257983909063,0.005052998619175091,8.166666666666668,8.166666666666666,0.016286732050464315,0.021707130385923926,0.4,6,6,12,5,3.0,304.0,305.0,303.0,172.0,303.0,248.0,268.0,264.0,6,1.47,8.166666666666666,36,8.82,12.38888888888889,164,40.2,11.487804878048781
person,,,,,,,True,False,False,3,14,3.266666666666667,0.3330612244897959,0.08799741184082821,0.019578602256382287,0.011426862345979996,10.938775510204081,11.285714285714286,0.04383173193987322,0.033304148850555104,0.2967032967032967,27,5,23,7,4.666666666666667,44.0,118.0,26.0,58.0,20.0,57.0,100.0,181.0,14,3.43,11.285714285714286,100,24.51,10.86,300,73.53,10.18
person,,,,,,,False,False,True,2,4,1.3333333333333333,0.2275515895147797,0.06627680311890838,0.0014731072857494974,0.002195114327467268,5.0,5.0,0.001628127925368562,0.0019151157637254251,0.5,3,7,6,4,2.0,370.0,372.0,391.0,388.0,340.0,343.0,388.0,401.0,4,0.98,5.0,14,3.43,6.928571428571429,54,13.24,10.62962962962963
person,,,,,,,False,False,False,3,14,3.3166666666666664,0.30699774266365687,0.08491449582018105,0.008473626947850558,0.007303322811344201,10.427135678391961,10.714285714285714,0.03316064408787811,0.03198665366146783,0.32967032967032966,30,6,24,7,4.666666666666667,44.0,116.0,108.0,124.0,89.0,160.0,151.0,196.0,14,3.43,10.714285714285714,76,18.63,10.631578947368421,238,58.33,10.672268907563025
person,,,,,,,True,False,False,2,3,1.0,0.2058526740665994,0.06262951876583008,0.0020007264909892696,0.0031142009083185537,5.666666666666666,5.666666666666667,0.0006996054400307242,0.0017883861952000392,0.3333333333333333,1,7,4,3,1.5,386.0,389.0,405.0,402.0,319.0,315.0,404.0,402.0,3,0.74,5.666666666666667,15,3.68,6.266666666666667,37,9.07,8.0
person,,,,,,,False,False,False,2,7,2.333333333333333,0.2651072124756335,0.07780320366132723,0.0013792047200358003,0.0030487596664067252,8.714285714285715,8.714285714285714,0.0073219704595677846,0.010526185556981121,0.7142857142857143,15,6,16,6,3.5,265.0,267.0,334.0,287.0,348.0,318.0,342.0,326.0,7,1.72,8.714285714285714,30,7.35,9.666666666666666,132,32.35,10.325757575757576
person,,,,,,,False,False,True,2,8,2.4166666666666665,0.30402384500745155,0.08908621128862039,0.00365997439760506,0.006432224814577759,11.413793103448276,11.625,0.033475141921965386,0.0385076365529555,0.42857142857142855,12,6,23,7,4.0,222.0,260.0,126.0,45.0,247.0,194.0,150.0,154.0,8,1.96,11.625,64,15.69,12.6875,239,58.58,10.96652719665272
person,,,,,,,False,False,False,2,8,2.583333333333333,0.281767955801105,0.08121288524698934,0.005597323949203469,0.006473552429434781,10.483870967741938,10.5,0.0160033628605643,0.024244125097258085,0.75,21,7,23,7,4.0,222.0,238.0,263.0,215.0,167.0,192.0,270.0,246.0,8,1.96,10.5,40,9.8,11.175,184,45.1,10.744565217391305
person,,,,,,,True,False,False,3,11,3.1666666666666665,0.2809917355371901,0.07828840065240333,0.0031196474148708552,0.0,10.76315789473684,10.727272727272727,0.03179386615985954,0.06373652857256691,0.6181818181818182,34,7,28,8,3.6666666666666665,103.0,135.0,272.0,280.0,270.0,383.0,160.0,67.0,11,2.7,10.727272727272727,49,12.01,11.244897959183673,182,44.61,11.131868131868131
person,,,,,,,False,False,True,2,11,3.583333333333334,0.3031203566121842,0.09105110466413747,0.005768560330733995,0.008545276559982436,11.0,11.181818181818182,0.02203032922250652,0.044871905906660056,0.4909090909090909,27,6,25,7,5.5,103.0,77.0,132.0,30.0,156.0,119.0,218.0,122.0,11,2.7,11.181818181818182,67,16.42,11.164179104477611,239,58.58,10.556485355648535
person,,,,,,,False,False,False,2,12,4.283333333333334,0.30022075055187636,0.08328513591671487,0.005840601827875349,0.005475363881112549,11.517509727626457,11.666666666666666,0.032161437670069785,0.06426614519522714,0.5757575757575758,38,7,29,8,6.0,74.0,24.0,148.0,160.0,151.0,224.0,157.0,63.0,12,2.94,11.666666666666666,60,14.71,11.55,241,59.07,10.846473029045644
person,,,,,,,True,False,False,2,7,2.1166666666666667,0.2935251798561151,0.08279500794805018,0.003132763444961306,0.003994062817592232,10.488188976377954,10.857142857142858,0.013529869808258285,0.017521657960248526,0.42857142857142855,9,7,19,6,3.5,265.0,293.0,197.0,170.0,269.0,287.0,292.0,282.0,7,1.72,10.857142857142858,55,13.48,10.763636363636364,217,53.19,10.737327188940093
person,,,,,,,False,False,False,2,5,1.4999999999999998,0.2732752846617549,0.07533234859675036,0.0014806524807586096,0.001695641401523755,9.055555555555555,9.4,0.01463359682741871,0.01384612322832926,0.6,6,6,12,5,2.5,335.0,359.0,299.0,327.0,339.0,352.0,283.0,305.0,5,1.23,9.4,35,8.58,11.257142857142858,165,40.44,11.49090909090909
person,,,,,,,False,False,False,2,10,3.116666666666667,0.30699774266365687,0.09167852595311211,0.0038923872586630217,0.00694185182821546,11.363636363636362,11.9,0.026113399298058965,0.04437050587543489,0.4666666666666667,21,6,24,7,5.0,140.0,139.0,108.0,23.0,234.0,172.0,198.0,123.0,10,2.45,11.9,69,16.91,11.507246376811594,243,59.56,10.716049382716049
person,,,,,,,False,False,False,3,4,1.4166666666666665,0.24228028503562946,0.06631450629825274,0.0010031226645226996,0.001110870228517288,4.9411764705882355,5.75,0.0024340087504571674,0.0032351956984518508,0.3333333333333333,2,7,5,3,1.3333333333333333,370.0,367.0,371.0,387.0,354.0,370.0,378.0,390.0,4,0.98,5.75,19,4.66,9.421052631578947,82,20.1,10.560975609756097
person,,,,,,,False,False,True,2,8,2.5,0.28936170212765955,0.08540329332961206,0.004737575206888676,0.008039666863196276,10.433333333333334,10.75,0.020102893003811236,0.026406535247993385,0.42857142857142855,12,7,16,6,4.0,222.0,248.0,230.0,109.0,200.0,139.0,238.0,234.0,8,1.96,10.75,54,13.24,11.25925925925926,210,51.47,10.776190476190477
person,,,,,,,True,False,True,2,10,3.2500000000000004,0.2823529411764706,0.08570528305850225,0.003261617404858926,0.008410408778055833,10.897435897435896,10.9,0.030838535521966578,0.06711342241887719,0.6444444444444445,29,7,28,8,5.0,140.0,119.0,261.0,99.0,266.0,127.0,173.0,58.0,10,2.45,10.9,47,11.52,11.659574468085106,186,45.59,11.24731182795699
person,,,,,,,True,False,False,4,16,2.991666666666667,0.3266613290632506,0.07588579931181996,0.02176786772818533,0.0028363829834418064,10.32590529247911,10.6875,0.037132045749112684,0.023340884868490834,0.24166666666666667,29,7,25,7,4.0,31.0,170.0,40.0,315.0,17.0,322.0,132.0,255.0,16,3.92,10.6875,96,23.53,10.53125,293,71.81,10.334470989761092
person,,,,,,,True,False,False,2,8,2.5833333333333335,0.2784982935153584,0.07991642726560459,0.008202895786340512,0.008539708539708535,8.32258064516129,8.5,0.012380067926571526,0.014183276007167973,0.42857142857142855,12,6,12,5,4.0,222.0,233.0,281.0,249.0,92.0,120.0,295.0,303.0,8,1.96,8.5,42,10.29,10.880952380952381,180,44.12,10.416666666666666
person,,,,,,,False,False,False,2,9,2.75,0.29694323144104806,0.08905380333951762,0.006642975731004127,0.011780895504157535,11.0,11.444444444444445,0.03230071197063717,0.049178064765178074,0.5,18,6,17,6,4.5,176.0,196.0,177.0,46.0,119.0,52.0,154.0,103.0,9,2.21,11.444444444444445,59,14.46,11.64406779661017,217,53.19,10.921658986175116
person,,,,,,,False,False,False,2,11,3.1500000000000004,0.31627906976744186,0.08676236044657097,0.0076326026452797156,0.011333652877770519,12.671957671957673,13.636363636363637,0.048887555434527157,0.045158177877437485,0.45454545454545453,25,6,23,7,5.5,103.0,136.0,69.0,81.0,99.0,60.0,82.0,120.0,11,2.7,13.636363636363637,81,19.85,11.592592592592593,268,65.69,10.548507462686567
person,,,,,,,False,False,True,2,5,1.6666666666666665,0.2597071928707829,0.0794392523364486,0.0005793999784025666,0.001472999450940628,8.6,8.6,0.00591627939667602,0.01162388126161613,0.6,6,6,12,5,2.5,335.0,339.0,344.0,259.0,373.0,357.0,357.0,315.0,5,1.23,8.6,30,7.35,10.333333333333334,130,31.86,10.615384615384615
person,,,,,,,False,False,True,2,10,2.7333333333333334,0.317016317016317,0.081881125196508,0.0072572956607491355,0.004525151583975116,13.481707317073168,14.7,0.046561067864458364,0.02939305949141404,0.4888888888888889,22,6,25,7,5.0,140.0,205.0,67.0,199.0,105.0,272.0,92.0,215.0,10,2.45,14.7,83,20.34,11.325301204819278,274,67.16,10.164233576642335
person,,,,,,,False,False,True,2,10,3.0333333333333337,0.29955947136563876,0.08533779544028446,0.003613122483754536,0.01004565239190908,11.593406593406591,11.9,0.030536336363458268,0.03974031706667093,0.4666666666666667,21,6,23,7,5.0,140.0,150.0,153.0,112.0,252.0,81.0,175.0,146.0,10,2.45,11.9,61,14.95,11.852459016393443,233,57.11,10.841201716738198
person,,,,,,,False,False,False,2,2,0.5833333333333333,0.2408500590318772,0.06962655365624733,0.0005357326798430931,0.000515746839276251,9.714285714285715,10.0,0.0040282760694740505,0.01103974816680418,0.0,0,7,2,2,1.0,398.0,405.0,373.0,374.0,374.0,380.0,368.0,319.0,2,0.49,10.0,20,4.9,11.5,88,21.57,10.954545454545455
person,,,,,,,False,False,True,2,13,3.9500000000000006,0.3145720894371627,0.08810509267590426,0.01091610130483839,0.01179412319118201,11.350210970464133,11.692307692307692,0.031511375989125165,0.038129789048520206,0.46153846153846156,36,7,25,7,6.5,57.0,51.0,76.0,57.0,56.0,51.0,164.0,156.0,13,3.19,11.692307692307692,74,18.14,11.18918918918919,271,66.42,10.464944649446494
person,,,,,,,False,False,False,2,8,3.2499999999999996,0.28772919605077574,0.08210081497132508,0.0022119350225053612,0.0033848162524633104,8.897435897435898,9.25,0.017133680224812643,0.03581892939475374,0.5714285714285714,16,7,17,6,4.0,222.0,123.0,239.0,190.0,307.0,303.0,260.0,166.0,8,1.96,9.25,40,9.8,12.35,207,50.74,10.97584541062802
person,,,,,,,True,False,False,2,5,2.25,0.23011844331641285,0.07219535212929103,0.003683730569203063,0.005995933101548083,5.962962962962963,6.4,0.001630739761017383,0.007627581272558173,0.7,7,6,7,4,2.5,335.0,276.0,386.0,358.0,244.0,207.0,386.0,358.0,5,1.23,6.4,18,4.41,7.055555555555555,63,15.44,9.555555555555555
person,,,,,,,True,False,False,5,17,2.7202380952380953,0.3344262295081967,0.07570275535763986,0.026277940326363314,0.0017686374304021362,9.663019693654265,9.882352941176471,0.03959851875353453,0.02300386712032223,0.18382352941176472,25,7,24,7,3.4,22.0,208.0,21.0,317.0,8.0,351.0,122.0,258.0,17,4.17,9.882352941176471,106,25.98,10.61320754716981,309,75.74,10.323624595469255
person,,,,,,,False,False,False,2,5,1.5833333333333333,0.2700198544010589,0.07857486759749639,0.00146146112122012,0.0030533192297898175,9.368421052631579,9.6,0.009931915419802768,0.010385800956421632,0.6,6,7,12,5,2.5,335.0,351.0,315.0,275.0,341.0,317.0,316.0,329.0,5,1.23,9.6,35,8.58,10.771428571428572,146,35.78,11.178082191780822
person,,,,,,,False,False,False,2,9,2.6166666666666667,0.30155210643015523,0.08388445327759311,0.002918442608725504,0.004293775249657605,11.242038216560509,11.777777777777779,0.02348735689271859,0.02316176283513977,0.5,18,7,23,7,4.5,176.0,230.0,135.0,147.0,285.0,277.0,211.0,256.0,9,2.21,11.777777777777779,64,15.69,11.203125,237,58.09,10.776371308016877
