node,node_type,org_cat,corp_cat,corp_sub,revenue_or_assets_$M,fortune_500_rank,Unnamed: 7,banker,PPG_director,PPG_member,bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
Steenland / Douglas M.,person,,,,,,,False,False,False,2,2.0,9,2.8333333333333335,0.30193905817174516,0.0850012997140629,0.0021801197512194585,0.004596670450830529,11.558823529411764,12.11111111111111,0.018312445090204774,0.020916373248999316,0.4444444444444444,16,7,21,7,4.5,217.0,226.0,222.0,170.0,308.0,250.0,150.0,136.0,9,2.06,12.11111111111111,70,16.06,15.285714285714286,257,58.94,12.463035019455253
Steiner / David P.,person,,,,,,,False,False,False,2,2.0,9,2.5416666666666665,0.3303030303030303,0.08694785123142885,0.012294213184460358,0.012680916895564161,13.950819672131146,16.88888888888889,0.031326279257525624,0.02337050748945957,0.5,18,5,17,6,4.5,217.0,276.0,86.0,121.0,41.0,28.0,80.0,124.0,9,2.06,16.88888888888889,93,21.33,15.376344086021506,326,74.77,11.773006134969325
Stephenson / Randall L.,person,,,,,,,False,False,True,2,2.0,10,3.083333333333333,0.3006896551724138,0.08755899186665328,0.003802808583554887,0.0071223065837112,11.486486486486486,11.7,0.004245547185055739,0.0075993381899492445,0.5333333333333333,24,6,22,7,5.0,177.0,179.0,231.0,112.0,218.0,148.0,309.0,276.0,10,2.29,11.7,66,15.14,11.227272727272727,252,57.8,12.123015873015873
Stern / Paul G.,person,,,,,,,False,False,True,2,2.0,8,3.116666666666667,0.30383275261324044,0.08282937023082036,0.0014571726246014776,0.003367291343406497,10.775401069518713,12.375,0.010448117737847033,0.009654843510874185,0.5714285714285714,16,6,21,7,4.0,258.0,170.0,213.0,219.0,346.0,314.0,229.0,250.0,8,1.83,12.375,64,14.68,14.875,260,59.63,12.515384615384615
Stevens / Robert J.,person,,,,,,,False,False,True,2,2.0,3,1.3333333333333333,0.23203831825439064,0.06842435655994979,0.00020145100377662873,0.0008509965200885794,5.75,6.333333333333333,0.00026514699969357197,0.00045480999719577265,0.6666666666666666,2,7,4,3,1.5,413.0,402.0,417.0,410.0,408.0,395.0,423.0,427.0,3,0.69,6.333333333333333,15,3.44,9.333333333333334,63,14.45,11.174603174603174
Stinson / Kenneth E.,person,,,,,,,False,False,False,2,2.0,7,2.9166666666666665,0.2766497461928934,0.081556303778526,0.0014308880383850841,0.0026033345718571906,9.028571428571428,9.857142857142858,0.00309896267989303,0.0075736669018540105,0.6190476190476191,13,7,18,6,3.5,298.0,206.0,341.0,248.0,349.0,349.0,339.0,277.0,7,1.61,9.857142857142858,42,9.63,11.619047619047619,183,41.97,13.01639344262295
Streeter / Stephanie A.,person,,,,,,,False,False,False,2,2.0,6,1.9999999999999998,0.249570692615913,0.07347489046174586,0.006004777035002362,0.00834021357273493,7.0,7.0,0.0004703961061342739,0.0009191589774148131,0.4,6,6,12,5,3.0,336.0,338.0,398.0,381.0,117.0,105.0,407.0,409.0,6,1.38,7.0,26,5.96,8.076923076923077,97,22.25,10.381443298969073
Strobel / Pamela B.,person,,,,,,,False,False,False,2,2.0,7,2.1666666666666665,0.29945054945054944,0.08580987994489274,0.0013143564149749394,0.0055927360862507965,12.115384615384615,12.142857142857142,0.015545450613320334,0.02445471947031877,0.42857142857142855,9,6,17,6,3.5,298.0,321.0,240.0,154.0,357.0,206.0,168.0,116.0,7,1.61,12.142857142857142,61,13.99,17.0,255,58.49,12.60392156862745
Stumpf / John G.,person,,,,,,,True,False,False,3,3.0,18,4.716666666666667,0.3438485804416404,0.09267722393453078,0.00894114328083932,0.006891698585782736,14.583038869257953,14.333333333333334,0.034006322905763726,0.038938833548153876,0.3790849673202614,58,6,29,8,6.0,42.0,40.0,55.0,43.0,68.0,158.0,73.0,62.0,18,4.13,14.333333333333334,125,28.67,13.92,343,78.67,11.667638483965014
Sugar / Ronald D.,person,,,,,,,False,False,False,3,3.0,13,3.216666666666667,0.32272390821613617,0.08339709257842387,0.005016957245085362,0.0034463927931185153,13.300518134715027,13.615384615384615,0.027093657094131533,0.02930415369764895,0.3717948717948718,29,7,25,7,4.333333333333333,94.0,158.0,116.0,207.0,149.0,310.0,98.0,92.0,13,2.98,13.615384615384615,96,22.02,14.833333333333334,299,68.58,12.040133779264215
Sullivan / G. Craig,person,,,,,,,False,False,False,2,2.0,9,3.0,0.2791293213828425,0.08136605393300364,0.006291641248119949,0.012508210180623976,8.333333333333334,8.333333333333334,0.0017732526479559633,0.003639444410713246,0.5,18,6,17,6,4.5,217.0,188.0,330.0,253.0,110.0,31.0,380.0,349.0,9,2.06,8.333333333333334,38,8.72,9.657894736842104,176,40.37,11.892045454545455
Surma / John P.,person,,,,,,,True,False,False,2,2.0,12,3.7833333333333337,0.3011049723756906,0.08599605522682446,0.005739518388024551,0.011109982791412712,11.405286343612332,11.75,0.0075569492274950726,0.0076766722885836065,0.5151515151515151,34,6,29,8,6.0,112.0,97.0,229.0,149.0,123.0,53.0,257.0,275.0,12,2.75,11.75,61,13.99,13.01639344262295,262,60.09,12.320610687022901
Sutherland / L. Frederick,person,,,,,,,False,False,False,2,2.0,3,0.8333333333333333,0.28403908794788274,0.07576898569194229,0.0004107070836163985,0.0005226897254736545,14.400000000000002,15.0,0.011936426520964149,0.012448465097379072,0.3333333333333333,1,7,4,3,1.5,413.0,424.0,310.0,352.0,399.0,405.0,212.0,213.0,3,0.69,15.0,42,9.63,18.023809523809526,217,49.77,13.09216589861751
Swanson / William H.,person,,,,,,,False,False,False,2,2.0,3,1.0,0.19403649310191368,0.057897881946749885,0.0045871559633027525,0.0045871559633027525,3.6666666666666665,3.6666666666666665,1.6719992068169676e-05,4.139240254937809e-05,0.3333333333333333,1,7,2,2,1.5,413.0,416.0,435.0,435.0,183.0,253.0,435.0,435.0,3,0.69,3.6666666666666665,9,2.06,4.888888888888889,21,4.82,5.761904761904762
Swift / Richard J.,person,,,,,,,False,False,False,2,2.0,7,2.125,0.31209735146743023,0.07589208006962576,0.004686664825476221,0.005126249311633685,9.705882352941174,13.571428571428571,0.0194943069814422,0.007890952723577333,0.42857142857142855,9,6,15,5,3.5,298.0,325.0,168.0,349.0,175.0,224.0,143.0,271.0,7,1.61,13.571428571428571,73,16.74,16.15068493150685,288,66.06,12.354166666666666
Swygert / H. Patrick,person,,,,,,,False,False,False,2,2.0,10,2.9000000000000004,0.32392273402674593,0.08834256382547614,0.001210931331141172,0.005117449863574511,14.919540229885058,15.7,0.024897626227982524,0.026121059538320005,0.6444444444444445,29,7,28,8,5.0,177.0,214.0,112.0,103.0,363.0,225.0,111.0,106.0,10,2.29,15.7,94,21.56,14.957446808510639,320,73.39,12.0875
Tambakeras / Markos I.,person,,,,,,,False,False,False,2,2.0,4,1.3333333333333333,0.2689697717458359,0.07681465821000705,0.0,0.0,9.0,9.0,0.0028298359895766833,0.0035300763379973784,1.0,6,6,6,4,2.0,400.0,402.0,367.0,342.0,411.0,410.0,347.0,350.0,4,0.92,9.0,24,5.5,13.625,154,35.32,13.805194805194805
Teruel / Javier G.,person,,,,,,,False,False,False,2,2.0,5,2.333333333333333,0.25737898465171194,0.07793368486906783,0.0004077854319798658,0.0009286459144099133,6.571428571428572,7.2,0.0025292610615205826,0.0051829377691759194,0.6,6,7,12,5,2.5,364.0,298.0,388.0,322.0,400.0,392.0,357.0,309.0,5,1.15,7.2,24,5.5,11.833333333333334,134,30.73,13.164179104477611
Thompson / Larry D.,person,,,,,,,False,True,False,2,1.0,18,5.0249999999999995,0.35246564268391267,0.09395539273785153,0.0034238630237010755,0.0035182961788466343,22.253731343283587,24.11111111111111,0.1727539369314578,0.19916693396709964,0.7973856209150327,122,6,41,16,9.0,42.0,29.0,36.0,30.0,232.0,304.0,16.0,7.0,18,4.13,24.11111111111111,140,32.11,14.4,360,82.57,11.577777777777778
Thornton / John L.,person,,,,,,,False,True,True,3,2.0,21,4.611111111111111,0.3642439431913116,0.08939922083247898,0.010054778954552404,0.0069583205703104434,20.668674698795183,22.142857142857142,0.17559066880770868,0.15962803761841934,0.6047619047619047,127,6,41,16,7.0,22.0,50.0,16.0,80.0,56.0,154.0,11.0,15.0,21,4.82,22.142857142857142,162,37.16,13.75925925925926,375,86.01,11.421333333333333
Tillerson / Rex W.,person,,,,,,,False,True,False,2,1.0,17,4.800000000000001,0.33982852689010135,0.0924316302734789,0.005257317461928914,0.01113096284244655,17.07291666666666,18.176470588235293,0.05430362223950689,0.05129377854282158,0.5441176470588235,74,6,37,11,8.5,51.0,37.0,66.0,44.0,138.0,52.0,45.0,36.0,17,3.9,18.176470588235293,113,25.92,14.5929203539823,344,78.9,11.686046511627907
Tilton / Glenn F.,person,,,,,,,False,False,False,2,2.0,11,3.666666666666667,0.31366906474820144,0.08977658807783383,0.00287251223122195,0.013253439853408207,14.363636363636362,14.272727272727273,0.011574970246823489,0.014278273602893217,0.6181818181818182,34,7,28,8,5.5,139.0,110.0,160.0,77.0,265.0,24.0,216.0,188.0,11,2.52,14.272727272727273,74,16.97,13.27027027027027,294,67.43,12.173469387755102
Tipsord / Michael L.,person,,,,,,,False,True,False,2,1.0,20,5.691666666666666,0.36062861869313484,0.09687812465281635,0.007747731578845387,0.012049721167089082,20.81844802342606,22.7,0.17405925568510755,0.2023218702320617,0.6631578947368421,126,6,41,16,10.0,29.0,14.0,21.0,7.0,85.0,37.0,13.0,6.0,20,4.59,22.7,154,35.32,14.25974025974026,372,85.32,11.39516129032258
Tisch / Andrew H.,person,,,,,,,False,True,True,2,1.0,18,4.858333333333333,0.36003303055326175,0.09394527041585865,0.004696732147368192,0.0019212073735958572,23.291595197255575,24.833333333333332,0.17329758409931376,0.19838474297039102,0.7973856209150327,122,6,41,16,9.0,42.0,34.0,23.0,31.0,173.0,369.0,15.0,8.0,18,4.13,24.833333333333332,154,35.32,14.019480519480519,370,84.86,11.445945945945946
Tisch / James S.,person,,,,,,,False,False,True,2,2.0,10,2.7833333333333337,0.3203526818515797,0.0862114421302399,0.0019280363149259778,0.0008801715350275933,16.712574850299397,17.4,0.03744329380078647,0.04906475217964002,0.6666666666666666,30,7,29,8,5.0,177.0,231.0,125.0,140.0,326.0,394.0,66.0,41.0,10,2.29,17.4,91,20.87,14.912087912087912,308,70.64,12.022727272727273
Tooker / Gary L.,person,,,,,,,False,False,False,2,2.0,2,0.6666666666666666,0.25616921269095183,0.07253368823822991,0.00013351473777398087,0.000653098527189005,7.5,7.5,0.0011332988193543591,0.001648730461719699,0.0,0,7,2,2,1.0,426.0,426.0,390.0,388.0,409.0,403.0,397.0,398.0,2,0.46,7.5,15,3.44,14.733333333333333,122,27.98,13.721311475409836
Trotter / Lloyd G.,person,,,,,,,False,False,False,2,2.0,9,2.916666666666667,0.2941970310391363,0.08466841440916593,0.0013141349045803382,0.003679851350683366,11.399999999999999,11.777777777777779,0.013257874790171719,0.017930535113291072,0.6111111111111112,22,7,22,7,4.5,217.0,202.0,268.0,177.0,358.0,294.0,193.0,155.0,9,2.06,11.777777777777779,57,13.07,14.43859649122807,237,54.36,12.928270042194093
Turner / John F.,person,,,,,,,False,False,False,2,2.0,5,1.4999999999999998,0.27877237851662406,0.0770999115826702,0.00032751281792167393,0.0004464128791873177,9.166666666666668,9.2,0.003562529692081575,0.004138233888072216,0.6,6,7,12,5,2.5,364.0,390.0,331.0,336.0,402.0,407.0,322.0,334.0,5,1.15,9.2,33,7.57,13.272727272727273,196,44.95,13.571428571428571
Tyson / Laura D.,person,,,,,,,True,False,True,2,2.0,11,3.45,0.307475317348378,0.08897051321293746,0.004205328381676502,0.006603793086709889,11.483091787439614,11.818181818181818,0.006210253820855616,0.010847085668526475,0.4909090909090909,27,6,23,7,5.5,139.0,128.0,195.0,92.0,203.0,174.0,277.0,236.0,11,2.52,11.818181818181818,72,16.51,11.333333333333334,269,61.7,12.223048327137546
Ullman / Myron E. III,person,,,,,,,False,False,False,2,2.0,5,2.333333333333333,0.25737898465171194,0.07793368486906783,0.0004077854319798658,0.0009286459144099133,6.571428571428572,7.2,0.0025292610615205826,0.0051829377691759194,0.6,6,7,12,5,2.5,364.0,298.0,388.0,322.0,400.0,392.0,357.0,309.0,5,1.15,7.2,24,5.5,11.833333333333334,134,30.73,13.164179104477611
Unruh / James A.,person,,,,,,,False,False,False,2,2.0,8,2.3666666666666667,0.296195652173913,0.08342900880214313,0.004424598935227513,0.006945721507569023,10.612676056338028,11.375,0.008355618671025385,0.00871640027120152,0.4642857142857143,13,6,17,6,4.0,258.0,294.0,258.0,205.0,196.0,155.0,247.0,261.0,8,1.83,11.375,58,13.3,12.568965517241379,237,54.36,12.675105485232068
Usher / Thomas J.,person,,,,,,,True,False,False,4,4.0,17,3.926190476190478,0.34169278996865204,0.07744456615056693,0.015571212113442506,0.0028385130283263785,12.686476652516673,13.882352941176471,0.029909832676557377,0.012336476148376414,0.3602941176470588,49,6,24,7,4.25,51.0,83.0,63.0,330.0,31.0,337.0,85.0,215.0,17,3.9,13.882352941176471,124,28.44,13.653225806451612,344,78.9,11.659883720930232
Walker / John H.,person,,,,,,,False,False,False,2,2.0,7,2.1166666666666667,0.29008649367930806,0.08053195419283339,0.002972220108301074,0.005113988820885374,9.322834645669293,10.142857142857142,0.003933031489644683,0.004136020460827619,0.42857142857142855,9,7,13,5,3.5,298.0,326.0,289.0,277.0,257.0,226.0,314.0,335.0,7,1.61,10.142857142857142,45,10.32,12.666666666666666,229,52.52,12.7117903930131
Walter / Robert D.,person,,,,,,,True,False,False,2,2.0,11,3.4000000000000004,0.3076923076923077,0.08425392122129537,0.004455372842174359,0.007026844878790463,11.352941176470589,12.272727272727273,0.012188223559944773,0.013005853635123677,0.45454545454545453,25,6,21,7,5.5,139.0,130.0,192.0,184.0,193.0,152.0,207.0,201.0,11,2.52,12.272727272727273,72,16.51,14.01388888888889,266,61.01,12.345864661654135
Walter / William G.,person,,,,,,,False,False,False,2,2.0,8,2.5,0.28590163934426227,0.08066604995374653,0.002420911009840251,0.0047944651163569245,8.466666666666667,8.625,0.003563250261687136,0.00414756825218501,0.42857142857142855,12,7,14,5,4.0,258.0,282.0,298.0,274.0,296.0,242.0,321.0,333.0,8,1.83,8.625,44,10.09,11.5,213,48.85,13.173708920187794
Ward / Jackie M.,person,,,,,,,False,False,False,2,2.0,5,1.5833333333333333,0.27455919395465994,0.0748754937317534,0.0021602134790627927,0.0045949016535856155,8.210526315789473,8.8,0.004252410254833074,0.004135882387211575,0.4,4,6,7,4,2.5,364.0,380.0,345.0,366.0,312.0,251.0,307.0,336.0,5,1.15,8.8,36,8.26,13.86111111111111,170,38.99,13.047058823529412
Ware / Carl,person,,,,,,,False,False,False,2,2.0,7,1.7833333333333332,0.29579375848032563,0.07962016070124178,0.0004602384998116707,0.0009752539632324512,15.66355140186916,16.0,0.011711086348333946,0.012238720231095384,0.7619047619047619,16,7,21,7,3.5,298.0,353.0,260.0,294.0,397.0,389.0,215.0,217.0,7,1.61,16.0,63,14.45,13.523809523809524,236,54.13,12.98728813559322
Watjen / Thomas R.,person,,,,,,,True,False,False,2,2.0,6,1.9166666666666665,0.2235897435897436,0.06578649566201433,0.002855944577208899,0.0036628703996625556,5.086956521739131,5.166666666666667,0.0002787027577023187,0.0005284790044608094,0.4666666666666667,7,7,7,4,3.0,336.0,343.0,425.0,422.0,266.0,296.0,421.0,419.0,6,1.38,5.166666666666667,16,3.67,5.8125,57,13.07,10.75438596491228
Weatherup / Craig E.,person,,,,,,,False,False,False,2,2.0,6,1.9166666666666663,0.2691358024691358,0.08099823513019784,0.0020354294695657258,0.003811109772039856,7.869565217391305,8.0,0.002117217652117295,0.004178783467471637,0.4,6,6,13,5,3.0,336.0,346.0,366.0,263.0,319.0,289.0,368.0,331.0,6,1.38,8.0,34,7.8,10.823529411764707,156,35.78,13.185897435897436
Weidemeyer / Thomas H.,person,,,,,,,False,False,False,2,2.0,6,1.9166666666666663,0.27859424920127795,0.0781992646399426,0.005045291523488182,0.00817388418464027,7.608695652173914,7.666666666666667,0.0023870759319128357,0.00278046793508993,0.4,6,5,12,5,3.0,336.0,346.0,332.0,317.0,146.0,107.0,361.0,364.0,6,1.38,7.666666666666667,34,7.8,10.764705882352942,181,41.51,12.707182320441989
Weinbach / Lawrence A.,person,,,,,,,False,False,False,2,2.0,9,2.6666666666666665,0.30510846745976206,0.0837173579109063,0.0029227055246974463,0.005746624285061491,11.625,12.222222222222221,0.007313148825887727,0.010030246145886086,0.4722222222222222,17,6,21,7,4.5,217.0,254.0,205.0,199.0,261.0,199.0,263.0,245.0,9,2.06,12.222222222222221,68,15.6,12.323529411764707,261,59.86,12.406130268199234
Weldon / William C.,person,,,,,,,True,False,False,2,2.0,14,4.15,0.3290566037735849,0.09571198595053416,0.008725510784149577,0.014188501253512328,15.5140562248996,16.5,0.0449928842619277,0.04755450830969248,0.4835164835164835,44,5,28,8,7.0,81.0,70.0,94.0,17.0,72.0,18.0,57.0,43.0,14,3.21,16.5,104,23.85,14.865384615384615,314,72.02,12.04140127388535
Whisler / J. Steven,person,,,,,,,False,False,False,3,3.0,11,2.65,0.3125448028673835,0.0830871843735112,0.005457751635000108,0.005576411590331238,10.264150943396228,10.545454545454545,0.006144141473126163,0.005814312928537392,0.38181818181818183,21,7,18,6,3.6666666666666665,139.0,259.0,164.0,212.0,131.0,207.0,280.0,298.0,11,2.52,10.545454545454545,73,16.74,12.698630136986301,290,66.51,12.110344827586207
Whitacre / Edward E. Jr.,person,,,,,,,False,False,False,3,3.0,17,3.90952380952381,0.3330786860198625,0.08833958058960592,0.014060684138767652,0.010583692790272986,12.01035322777101,12.411764705882353,0.017282904855416142,0.014979569906836087,0.3014705882352941,41,7,24,7,5.666666666666667,51.0,87.0,77.0,104.0,34.0,59.0,154.0,182.0,17,3.9,12.411764705882353,113,25.92,12.752212389380531,326,74.77,11.837423312883436
White / Michael D.,person,,,,,,,False,False,False,2,2.0,9,2.783333333333333,0.29320780094149296,0.08097567015415093,0.0025512974128520933,0.00922828486732315,9.245508982035929,9.777777777777779,0.006998547892413527,0.0065933804197698285,0.4444444444444444,16,6,16,5,4.5,217.0,232.0,277.0,264.0,285.0,88.0,266.0,291.0,9,2.06,9.777777777777779,50,11.47,13.08,228,52.29,12.881578947368421
White / Miles D.,person,,,,,,,False,False,False,2,2.0,15,4.366666666666666,0.3285606631499623,0.09217758985200845,0.00701666284496488,0.01193739834280802,14.690839694656487,15.133333333333333,0.01644199432345821,0.019308866653980607,0.4666666666666667,49,6,29,8,7.5,74.0,59.0,96.0,47.0,104.0,39.0,161.0,148.0,15,3.44,15.133333333333333,98,22.48,12.89795918367347,323,74.08,11.907120743034056
Whitman / Christine Todd,person,,,,,,,False,True,False,3,2.0,24,5.461111111111111,0.3679324894514768,0.09472083423854008,0.015330320104049916,0.01068524460647206,17.732451678535096,19.125,0.11542594983810404,0.11151487567507817,0.37318840579710144,103,6,39,12,8.0,15.0,16.0,13.0,25.0,32.0,57.0,19.0,26.0,24,5.5,19.125,169,38.76,14.171597633136095,377,86.47,11.384615384615385
Whitman / Meg,person,,,,,,,False,False,False,3,3.0,12,2.6166666666666667,0.30812720848056535,0.07973664959765911,0.00993842330489963,0.004368016952642074,13.993630573248408,14.583333333333334,0.026124459077161048,0.01857333913211091,0.4696969696969697,31,5,28,8,4.0,112.0,263.0,187.0,292.0,58.0,260.0,105.0,154.0,12,2.75,14.583333333333334,74,16.97,13.41891891891892,264,60.55,12.405303030303031
Wilderotter / Mary Agnes,person,,,,,,,False,False,False,2,2.0,14,4.699999999999999,0.30921985815602837,0.08841422198188453,0.003678374103643752,0.004256225425950197,14.382978723404259,15.142857142857142,0.027518823603252092,0.03164468946822008,0.5494505494505495,50,5,28,8,7.0,81.0,42.0,180.0,99.0,225.0,268.0,94.0,83.0,14,3.21,15.142857142857142,74,16.97,13.743243243243244,271,62.16,12.44280442804428
Williams / Barry Lawson,person,,,,,,,False,False,False,2,2.0,5,1.6666666666666665,0.20335820895522388,0.06052193225985564,0.0,0.0,6.8,6.8,6.187361591271368e-05,0.0001857734928847693,1.0,10,7,12,5,2.5,364.0,368.0,434.0,434.0,411.0,410.0,434.0,434.0,5,1.15,6.8,10,2.29,6.0,23,5.28,8.73913043478261
Williams / Ronald A.,person,,,,,,,True,False,False,2,2.0,11,3.266666666666667,0.3157132512671977,0.08489372059062146,0.004814570708781201,0.007254154887024231,12.40816326530612,13.454545454545455,0.010647884418817921,0.009882338721025905,0.4727272727272727,26,6,22,7,5.5,139.0,151.0,146.0,173.0,161.0,142.0,225.0,247.0,11,2.52,13.454545454545455,83,19.04,12.891566265060241,288,66.06,12.256944444444445
Woertz / Patricia A.,person,,,,,,,False,True,False,3,2.0,21,5.233333333333333,0.34741035856573704,0.09068219633943428,0.011338740216855998,0.009861397756051342,16.856687898089174,16.80952380952381,0.06280818770176817,0.054054674609533095,0.4380952380952381,92,5,37,11,7.0,22.0,21.0,45.0,64.0,46.0,68.0,37.0,34.0,21,4.82,16.80952380952381,123,28.21,14.674796747967479,352,80.73,11.590909090909092
Wolf / Stephen M.,person,,,,,,,False,False,False,2,2.0,2,0.5833333333333333,0.2321618743343983,0.06415223895237628,0.0,0.0,7.2857142857142865,7.5,0.0003534225873766204,0.00046596932884945586,1.0,1,6,2,2,1.0,426.0,432.0,414.0,428.0,411.0,410.0,418.0,423.0,2,0.46,7.5,13,2.98,8.0,59,13.53,12.067796610169491
Wright / Deborah C.,person,,,,,,,False,False,False,2,2.0,9,2.75,0.30362116991643456,0.08534794949593814,0.004738190879071405,0.007514818801595136,9.757575757575758,9.88888888888889,0.006443781136125343,0.009054702151018383,0.4444444444444444,16,5,17,6,4.5,217.0,238.0,216.0,165.0,171.0,125.0,275.0,258.0,9,2.06,9.88888888888889,56,12.84,12.428571428571429,258,59.17,12.372093023255815
Zedillo / Ernesto,person,,,,,,,True,False,False,3,3.0,17,3.5500000000000007,0.3340996168582375,0.083190230871971,0.005116181402625177,0.0026243411350972243,16.417840375586852,16.941176470588236,0.05892491631165437,0.04260444966027541,0.4264705882352941,58,5,30,8,5.666666666666667,51.0,118.0,75.0,210.0,143.0,348.0,40.0,56.0,17,3.9,16.941176470588236,106,24.31,15.10377358490566,332,76.15,11.855421686746988
Zore / Edward J.,person,,,,,,,False,False,False,2,2.0,7,3.0000000000000004,0.24289693593314762,0.06880770141245167,0.004855784844106915,0.00438493018926426,6.444444444444443,6.285714285714286,0.0003974189557477818,0.0006818401786406629,0.6190476190476191,13,6,13,5,3.5,298.0,186.0,402.0,407.0,157.0,257.0,411.0,414.0,7,1.61,6.285714285714286,16,3.67,9.5625,79,18.12,11.417721518987342
