node_type,org_cat,corp_cat,corp_sub,rank,banker,PPG_director,PPG_member,bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
person,person,,,,False,False,False,2,9,2.342857142857143,0.35768072289156627,0.08411545953603683,0.0,0.0,24.247967479674795,27.666666666666668,0.011136671597600187,0.009430313257987311,1.0,36,5,23,9,4.5,387.0,412.0,279.0,204.0,446.0,450.0,316.0,318.0,9,1.89,27.666666666666668,151,31.79,25.721854304635762,414,87.16,21.159420289855074
person,person,,,,False,False,False,3,18,3.3150793650793653,0.386493083807974,0.07880983325498436,0.0034131690613248096,0.001377452068991043,27.96217380895379,32.05555555555556,0.029231404899676405,0.020889044720515962,0.5686274509803921,87,5,51,15,6.0,206.0,345.0,164.0,315.0,155.0,380.0,172.0,220.0,18,3.79,32.05555555555556,212,44.63,25.985849056603772,443,93.26,20.674943566591423
person,person,,,,True,False,False,3,22,8.14563492063492,0.34370477568740954,0.07562088728507743,0.00021294035753719254,0.0010547423039796561,23.778340721975933,26.954545454545453,0.030423225983988236,0.081365734374054,0.7878787878787878,182,5,62,18,7.333333333333333,154.0,32.0,323.0,376.0,408.0,393.0,158.0,38.0,22,4.63,26.954545454545453,102,21.47,27.568627450980394,395,83.16,21.445569620253163
person,person,,,,True,False,False,3,42,9.075793650793651,0.44063079777365494,0.09642222786094902,0.0036431907842373254,0.003024643824110847,38.52560010493639,40.714285714285715,0.14087135612706222,0.13076123359085987,0.49477351916376305,426,4,71,22,14.0,34.0,12.0,27.0,14.0,145.0,284.0,9.0,11.0,42,8.84,40.714285714285715,312,65.68,23.951923076923077,468,98.53,19.942307692307693
person,person,,,,False,True,True,2,9,4.166666666666667,0.32094594594594594,0.079297507554131,0.0004632504305629352,0.0016784985808969823,11.339999999999998,13.0,0.002427842831129458,0.003943447669727411,0.6666666666666666,24,5,18,8,4.5,387.0,272.0,405.0,304.0,368.0,363.0,420.0,385.0,9,1.89,13.0,66,13.89,21.606060606060606,348,73.26,22.666666666666668
person,person,,,,True,False,False,2,25,6.445634920634921,0.3682170542635659,0.08398284981803714,0.00203736253581607,0.014783258170999677,23.929261835867752,27.24,0.03600510554838364,0.054946506155139054,0.6133333333333333,184,4,63,18,12.5,116.0,98.0,233.0,207.0,206.0,11.0,123.0,103.0,25,5.26,27.24,155,32.63,26.36774193548387,430,90.53,20.672093023255815
person,person,,,,False,False,False,2,10,3.0178571428571432,0.3328661527680449,0.06991977625671598,5.7644711303900016e-05,1.0659560293137909e-05,21.181459566074945,25.8,0.013398396915330454,0.0232289597721252,0.7111111111111111,32,5,20,8,5.0,372.0,371.0,370.0,433.0,437.0,449.0,285.0,202.0,10,2.11,25.8,88,18.53,28.397727272727273,377,79.37,21.82758620689655
person,person,,,,True,False,False,3,35,7.442460317460319,0.42448614834673815,0.09378702119257601,0.006138634231649357,0.008565051870181783,30.670274593441743,34.542857142857144,0.09343885685000666,0.07322118958577675,0.48739495798319327,290,4,71,22,11.666666666666666,49.0,55.0,50.0,34.0,83.0,83.0,35.0,64.0,35,7.37,34.542857142857144,285,60.0,24.27719298245614,461,97.05,20.1236442516269
person,person,,,,True,False,False,2,14,3.9000000000000004,0.3687888198757764,0.08342602892102337,0.001954862487689087,0.009582218556235873,19.175213675213676,22.571428571428573,0.01344771102700694,0.009528166871918809,0.6043956043956044,55,5,34,11,7.0,294.0,296.0,230.0,215.0,216.0,64.0,284.0,317.0,14,2.95,22.571428571428573,173,36.42,26.15606936416185,427,89.89,21.11943793911007
person,person,,,,True,False,False,2,12,4.309523809523809,0.35003684598378776,0.0860364371858538,0.0013204812382281094,0.0051188937342050884,14.853591160220995,17.25,0.006808976437830312,0.00954006019665256,0.5757575757575758,38,5,24,9,6.0,331.0,259.0,310.0,171.0,267.0,173.0,353.0,315.0,12,2.53,17.25,119,25.05,24.529411764705884,415,87.37,21.35421686746988
person,person,,,,True,False,False,6,57,8.427716727716728,0.4634146341463415,0.08664062381249142,0.019459319648945414,0.00274858031153834,29.173069121886908,29.94736842105263,0.10791926425106638,0.0619041189860668,0.2857142857142857,456,4,71,22,9.5,6.0,25.0,3.0,157.0,14.0,304.0,23.0,92.0,57,12.0,29.94736842105263,346,72.84,22.713872832369944,472,99.37,19.8114406779661
person,person,,,,True,False,False,2,12,5.666666666666666,0.30904359141184123,0.08186832126852808,0.0005164753296080025,0.0017023678076309653,12.529411764705884,12.583333333333334,0.0015142958182465097,0.003355683487009432,0.7272727272727273,48,5,26,9,6.0,331.0,153.0,433.0,244.0,357.0,357.0,449.0,401.0,12,2.53,12.583333333333334,49,10.32,19.06122448979592,307,64.63,23.058631921824105
person,person,,,,False,False,False,2,6,1.833333333333333,0.2996845425867508,0.07318012581846192,0.001767440552007078,0.004562178013710326,10.81818181818182,11.166666666666666,0.0006922719884799179,0.0008594426911991746,0.6666666666666666,10,5,7,5,3.0,442.0,441.0,451.0,409.0,231.0,198.0,469.0,461.0,6,1.26,11.166666666666666,45,9.47,15.622222222222222,269,56.63,22.28252788104089
person,person,,,,False,False,False,2,4,1.0095238095238095,0.32138024357239514,0.07155320671344824,0.00033517679974594483,0.0018555037382485748,12.933962264150942,14.75,0.0018608411570431788,0.0011350652044543066,0.3333333333333333,2,5,5,4,2.0,458.0,469.0,403.0,425.0,392.0,350.0,438.0,454.0,4,0.84,14.75,52,10.95,24.057692307692307,369,77.68,22.073170731707318
person,person,,,,False,False,False,2,11,2.5607142857142855,0.3749013417521705,0.07867972658104841,0.0012879437493686816,0.0016001818893224622,26.887029288702934,32.54545454545455,0.024375312691563292,0.013566832018314424,0.6727272727272727,37,4,24,9,5.5,354.0,399.0,212.0,320.0,270.0,369.0,191.0,277.0,11,2.32,32.54545454545455,176,37.05,28.4375,446,93.89,20.524663677130047
person,person,,,,True,False,False,2,11,4.583333333333333,0.2957658779576588,0.07854052415465593,0.00038387944124218716,0.0018399620711412844,12.49090909090909,12.636363636363637,0.0009466658514947015,0.0022387258048611474,0.7272727272727273,40,5,25,9,5.5,354.0,232.0,458.0,323.0,382.0,352.0,465.0,426.0,11,2.32,12.636363636363637,45,9.47,16.0,247,52.0,22.97165991902834
person,person,,,,True,False,False,2,17,4.575,0.36566589684372597,0.08409560342283857,0.0020047567524843555,0.0061608890529610055,21.01821493624772,23.352941176470587,0.01426917383961135,0.011057884487450684,0.7058823529411765,96,5,48,14,8.5,227.0,234.0,239.0,205.0,209.0,128.0,270.0,299.0,17,3.58,23.352941176470587,140,29.47,25.32857142857143,445,93.68,20.644943820224718
person,person,,,,True,False,False,2,12,2.9694444444444446,0.34148094895758446,0.07173240039264052,0.0010363514742311201,0.002878627652111996,17.929840972871837,22.916666666666668,0.008541740442722393,0.003270753875783912,0.5454545454545454,36,4,17,7,6.0,331.0,377.0,335.0,423.0,296.0,296.0,340.0,402.0,12,2.53,22.916666666666668,104,21.89,24.173076923076923,393,82.74,21.798982188295167
person,person,,,,True,False,False,3,25,5.186147186147187,0.39288668320926384,0.08433948863636363,0.00789230150297359,0.011091455183343498,21.372078464106842,23.84,0.0320215811176655,0.021594544960555715,0.32666666666666666,98,5,41,12,8.333333333333334,116.0,187.0,142.0,200.0,61.0,42.0,151.0,215.0,25,5.26,23.84,217,45.68,25.774193548387096,451,94.95,20.443458980044348
person,person,,,,False,True,True,3,18,3.8357142857142854,0.37788385043754974,0.08781119053487797,0.0047589136256229285,0.011663910426836073,21.30602110490379,22.555555555555557,0.01770028535197525,0.018582613662597745,0.35947712418300654,55,5,38,11,6.0,206.0,305.0,192.0,134.0,114.0,33.0,240.0,237.0,18,3.79,22.555555555555557,181,38.11,26.176795580110497,445,93.68,20.65393258426966
person,person,,,,False,False,False,3,27,5.376984126984127,0.4148471615720524,0.08800370541917554,0.0044565027766938214,0.005843478405770204,36.67881918819187,38.77777777777778,0.08627090245257274,0.06170283499755042,0.5641025641025641,198,4,68,18,9.0,92.0,173.0,64.0,125.0,121.0,142.0,43.0,93.0,27,5.68,38.77777777777778,263,55.37,24.878326996197718,465,97.89,20.086021505376344
person,person,,,,True,False,False,2,11,2.926190476190476,0.36651234567901236,0.08699102618887736,0.0010586584261600884,0.0051180803306053145,21.100895036615135,23.454545454545453,0.013566171671589472,0.013228116535233463,0.6727272727272727,37,4,23,9,5.5,354.0,379.0,236.0,153.0,291.0,175.0,280.0,280.0,11,2.32,23.454545454545453,149,31.37,27.369127516778523,444,93.47,20.725225225225227
person,person,,,,True,False,False,3,9,2.242857142857143,0.29874213836477986,0.06656079219020038,0.004858146903788922,0.00513393187610376,8.273885350318471,8.88888888888889,0.0020361337707502166,0.0013916314016896318,0.4444444444444444,16,5,10,6,3.0,387.0,424.0,454.0,457.0,110.0,172.0,432.0,452.0,9,1.89,8.88888888888889,39,8.21,23.794871794871796,275,57.89,23.956363636363637
person,person,,,,False,False,True,2,9,4.166666666666667,0.32094594594594594,0.079297507554131,0.0004632504305629352,0.0016784985808969823,11.339999999999998,13.0,0.002427842831129458,0.003943447669727411,0.6666666666666666,24,5,18,8,4.5,387.0,272.0,405.0,304.0,368.0,363.0,420.0,385.0,9,1.89,13.0,66,13.89,21.606060606060606,348,73.26,22.666666666666668
person,person,,,,False,False,True,3,34,6.998448773448775,0.42754275427542754,0.09126425003202254,0.005737525243953948,0.007389944149717086,32.06893405568127,35.6764705882353,0.08561012693920726,0.0706444405308481,0.44206773618538325,248,4,64,18,11.333333333333334,52.0,80.0,42.0,67.0,91.0,102.0,44.0,73.0,34,7.16,35.6764705882353,289,60.84,24.235294117647058,466,98.11,19.993562231759658
person,person,,,,False,False,False,2,15,3.876190476190477,0.3749013417521705,0.08936802694210834,0.0025607586915575033,0.007834794785494316,21.41523341523341,24.2,0.015363166003343809,0.01242039397141785,0.4857142857142857,51,5,33,11,7.5,278.0,299.0,212.0,100.0,180.0,93.0,257.0,285.0,15,3.16,24.2,178,37.47,24.382022471910112,441,92.84,20.723356009070294
person,person,,,,True,False,False,2,14,3.53452380952381,0.3612167300380228,0.08000224567707163,0.0016953111622421116,0.003342838300200058,21.56146850791512,24.857142857142858,0.012865416731923362,0.007352192793683962,0.6593406593406593,60,4,35,11,7.0,294.0,323.0,262.0,294.0,237.0,262.0,295.0,339.0,14,2.95,24.857142857142858,158,33.26,25.79746835443038,413,86.95,21.319612590799032
person,person,,,,False,False,False,3,17,3.48059163059163,0.36566589684372597,0.07873580683482057,0.0011603880524964593,0.003595520254414326,22.438672498497134,26.11764705882353,0.022525335567498115,0.02047831898373749,0.5220588235294118,71,4,41,12,5.666666666666667,227.0,327.0,239.0,319.0,286.0,250.0,201.0,223.0,17,3.58,26.11764705882353,147,30.95,26.918367346938776,437,92.0,20.778032036613272
person,person,,,,False,False,False,2,7,1.4999999999999998,0.35185185185185186,0.07129990993695587,0.0003590238306592128,0.0005033681249537346,25.888888888888893,31.0,0.010096895242556435,0.005750903505279784,0.5238095238095238,11,5,15,7,3.5,427.0,450.0,300.0,427.0,389.0,427.0,325.0,358.0,7,1.47,31.0,129,27.16,26.8062015503876,418,88.0,21.392344497607656
person,person,,,,True,False,False,2,16,8.25,0.3260123541523679,0.0797704849205794,0.0,0.0010855940429597359,19.818181818181817,22.25,0.008380282091088072,0.07456545747504661,1.0,120,6,60,16,8.0,254.0,27.0,394.0,297.0,446.0,388.0,343.0,56.0,16,3.37,22.25,75,15.79,25.466666666666665,359,75.58,22.381615598885794
person,person,,,,False,False,False,2,7,2.8333333333333335,0.32051282051282054,0.08193422263109475,0.00037313099470356566,0.0029170817338705396,11.176470588235293,12.857142857142858,0.002007871352756444,0.0034219014061649716,0.6190476190476191,13,5,15,7,3.5,427.0,384.0,408.0,241.0,385.0,294.0,434.0,396.0,7,1.47,12.857142857142858,64,13.47,23.703125,351,73.89,22.501424501424502
person,person,,,,True,False,False,3,44,9.519444444444442,0.4263913824057451,0.09351620947630923,0.0094711159649486,0.029723320928579784,32.97036141564884,33.70454545454545,0.10423342304658889,0.11280041003728519,0.4154334038054968,393,4,64,18,14.666666666666666,29.0,8.0,46.0,38.0,47.0,1.0,25.0,17.0,44,9.26,33.70454545454545,272,57.26,24.6875,470,98.95,19.865957446808512
person,person,,,,True,False,True,2,14,3.626190476190476,0.3784860557768924,0.0915045270660759,0.0007407816290481582,0.005721439514910535,24.739986868023642,26.642857142857142,0.019919650362122055,0.020517562466934477,0.5274725274725275,48,4,41,12,7.0,294.0,320.0,188.0,63.0,327.0,152.0,223.0,221.0,14,2.95,26.642857142857142,183,38.53,27.136612021857925,448,94.32,20.645089285714285
person,person,,,,False,False,False,3,33,8.08015873015873,0.39815590947191953,0.0901955819988607,0.005235707473454262,0.0056927001653446765,26.240251448777133,27.757575757575758,0.035978186947497305,0.04788200395099974,0.42803030303030304,226,5,54,15,11.0,58.0,42.0,123.0,87.0,100.0,153.0,124.0,112.0,33,6.95,27.757575757575758,237,49.89,25.320675105485233,438,92.21,20.773972602739725
person,person,,,,True,False,False,2,29,7.086904761904761,0.411968777103209,0.09701302016849629,0.00183823732966097,0.014486261499252842,36.238199227280376,38.241379310344826,0.09263237107531427,0.08623658076416309,0.6699507389162561,272,4,71,22,14.5,78.0,74.0,69.0,10.0,224.0,13.0,37.0,33.0,29,6.11,38.241379310344826,259,54.53,24.93050193050193,459,96.63,20.237472766884533
person,person,,,,False,False,False,2,21,4.952777777777778,0.40772532188841204,0.0923166623477585,0.0010185057634219104,0.006098713830892372,32.56590016825575,35.80952380952381,0.04768107135744032,0.03299700491730196,0.6238095238095238,131,4,56,15,10.5,170.0,202.0,85.0,49.0,298.0,130.0,93.0,149.0,21,4.42,35.80952380952381,256,53.89,24.72265625,458,96.42,20.268558951965066
person,person,,,,False,False,False,2,18,5.183333333333334,0.33856022808268,0.08463352200174613,0.0006214429189861691,0.001882624779869754,24.958199356913184,25.77777777777778,0.01550940025543178,0.026153377471390973,0.6339869281045751,97,5,48,14,9.0,206.0,188.0,356.0,190.0,341.0,349.0,253.0,172.0,18,3.79,25.77777777777778,112,23.58,26.955357142857142,371,78.11,22.342318059299192
person,person,,,,True,False,False,2,10,3.0,0.34123563218390807,0.08470042796005704,0.0,0.0,19.055555555555554,20.7,0.0093800740951801,0.008535966649968243,1.0,45,4,29,10,5.0,372.0,374.0,337.0,189.0,446.0,450.0,335.0,328.0,10,2.11,20.7,106,22.32,28.71698113207547,392,82.53,21.239795918367346
person,person,,,,True,False,True,3,28,6.303174603174605,0.4185022026431718,0.09158833453844298,0.001494307010087315,0.002950855988830674,41.000125912868285,41.392857142857146,0.09118678840872511,0.08929372586558275,0.5793650793650794,219,4,64,18,9.333333333333334,85.0,106.0,57.0,60.0,254.0,291.0,38.0,30.0,28,5.89,41.392857142857146,271,57.05,25.03690036900369,466,98.11,20.06223175965665
person,person,,,,True,False,True,2,25,6.375000000000001,0.3941908713692946,0.09236123939061028,0.001526033665719345,0.008638108249661332,28.508496732026142,30.4,0.04216982914576774,0.03876010127905094,0.55,165,4,54,15,12.5,116.0,101.0,139.0,48.0,248.0,81.0,104.0,131.0,25,5.26,30.4,217,45.68,26.258064516129032,453,95.37,20.421633554083886
person,person,,,,False,False,False,2,12,3.316666666666667,0.3397711015736767,0.07618691189050471,0.0034936692454208234,0.012965015787134366,13.628140703517586,15.083333333333334,0.005512903972767409,0.0030782228099641303,0.4696969696969697,31,5,20,8,6.0,331.0,344.0,349.0,365.0,153.0,20.0,368.0,408.0,12,2.53,15.083333333333334,98,20.63,22.183673469387756,393,82.74,21.30534351145038
person,person,,,,False,False,False,2,13,3.352777777777778,0.35957607872823616,0.08294045748210233,0.004143983561331895,0.009481418672624534,18.380281690140844,22.23076923076923,0.008674881647426008,0.005407024607522595,0.48717948717948717,38,5,25,9,6.5,310.0,340.0,270.0,224.0,129.0,68.0,339.0,363.0,13,2.74,22.23076923076923,140,29.47,22.77857142857143,427,89.89,20.9672131147541
person,person,,,,True,False,False,5,46,7.446439671439676,0.4485363550519358,0.08746624109992635,0.011711194444226362,0.0014254200903101638,32.274198879853486,33.19565217391305,0.11673898062157409,0.07463305792752857,0.3671497584541063,380,4,71,22,9.2,25.0,54.0,16.0,143.0,39.0,376.0,19.0,55.0,46,9.68,33.19565217391305,328,69.05,23.225609756097562,467,98.32,19.978586723768736
person,person,,,,True,False,False,2,27,6.966666666666665,0.3948462177888612,0.09356840342755836,0.009973840636240482,0.011954855493163287,31.005980861244023,34.96296296296296,0.08195068826953492,0.07923863806213187,0.6866096866096866,241,4,70,22,13.5,92.0,81.0,137.0,37.0,44.0,29.0,55.0,45.0,27,5.68,34.96296296296296,218,45.89,26.165137614678898,452,95.16,20.36725663716814
person,person,,,,True,False,True,2,26,6.416666666666667,0.4022015241320914,0.0952922295038117,0.0037295543748358385,0.012251225481405364,33.861038961038965,36.80769230769231,0.08265032785929491,0.07913325943429676,0.7353846153846154,239,4,70,22,13.0,102.0,100.0,107.0,19.0,140.0,26.0,53.0,46.0,26,5.47,36.80769230769231,232,48.84,25.20258620689655,461,97.05,20.11062906724512
person,person,,,,True,False,False,2,18,4.819444444444444,0.3784860557768924,0.09087720417078536,0.0019845038391118758,0.007662918512313027,21.328530259365998,24.88888888888889,0.021828977132093298,0.016713445036672714,0.49673202614379086,76,4,36,11,9.0,206.0,208.0,188.0,75.0,212.0,96.0,207.0,247.0,18,3.79,24.88888888888889,191,40.21,25.2565445026178,436,91.79,20.40137614678899
person,person,,,,True,False,True,5,23,4.1496392496392485,0.40772532188841204,0.078075774593869,0.006972360748477964,0.0013470279073210458,20.844185763466292,23.217391304347824,0.02479490234436886,0.010956367107993473,0.3359683794466403,85,4,40,12,4.6,140.0,275.0,85.0,331.0,68.0,381.0,188.0,300.0,23,4.84,23.217391304347824,250,52.63,24.704,462,97.26,20.175324675324674
person,person,,,,True,False,False,4,23,4.317063492063492,0.3877551020408163,0.07798817863397546,0.015070722217323241,0.012963439156643702,20.438643257652352,23.782608695652176,0.03250816499037381,0.014723284384582334,0.38735177865612647,98,4,45,13,5.75,140.0,256.0,159.0,334.0,27.0,21.0,146.0,263.0,23,4.84,23.782608695652176,200,42.11,25.605,452,95.16,20.438053097345133
person,person,,,,True,False,False,2,11,3.3333333333333335,0.3170894526034713,0.07614213197969542,0.0017443383522199407,0.004143897013983623,12.2,12.636363636363637,0.0014308234329072087,0.0016986976484647742,0.5636363636363636,31,5,24,9,5.5,354.0,343.0,421.0,367.0,233.0,218.0,453.0,446.0,11,2.32,12.636363636363637,54,11.37,18.444444444444443,339,71.37,22.654867256637168
person,person,,,,False,False,False,2,5,2.333333333333333,0.2970606629143214,0.07750251543251845,0.0,0.0,9.714285714285715,11.6,0.0032265169881896816,0.005929752170517102,1.0,10,5,7,5,2.5,445.0,413.0,456.0,348.0,446.0,450.0,409.0,355.0,5,1.05,11.6,38,8.0,31.42105263157895,271,57.05,24.88560885608856
person,person,,,,True,False,False,3,20,4.3690476190476195,0.3612167300380228,0.08145649937121299,0.00443925854168532,0.004543749091266434,21.068119891008173,22.65,0.011004459519637034,0.014273263544034322,0.6052631578947368,115,4,51,15,6.666666666666667,181.0,251.0,262.0,258.0,123.0,202.0,317.0,270.0,20,4.21,22.65,135,28.42,23.274074074074075,430,90.53,21.07906976744186
person,person,,,,True,False,False,2,9,2.4166666666666665,0.3579502637528259,0.08313400618400327,0.0005629014666562694,0.0032319829108636584,20.189655172413794,26.77777777777778,0.014709443853228015,0.009304046852888293,0.4444444444444444,16,5,18,8,4.5,387.0,406.0,277.0,220.0,352.0,269.0,268.0,320.0,9,1.89,26.77777777777778,145,30.53,28.820689655172412,420,88.42,21.216666666666665
person,person,,,,False,False,False,4,17,6.31388888888889,0.3555389221556886,0.08050142501645333,0.0010372722497278143,0.0010427226654055825,20.652881654201497,22.88235294117647,0.015506474911075145,0.02368178345213754,0.6691176470588235,91,5,46,13,4.25,227.0,103.0,289.0,278.0,294.0,396.0,254.0,191.0,17,3.58,22.88235294117647,142,29.89,26.450704225352112,406,85.47,21.45320197044335
person,person,,,,True,False,False,2,9,2.7,0.3039027511196417,0.07084969919952269,0.0002526343793853428,0.0035516554965255845,13.098765432098764,15.0,0.002767289125968687,0.0017298020528605912,0.5555555555555556,20,5,13,6,4.5,387.0,393.0,446.0,430.0,402.0,253.0,416.0,445.0,9,1.89,15.0,63,13.26,21.174603174603174,275,57.89,23.396363636363635
person,person,,,,False,False,False,2,12,3.0944444444444446,0.37022603273577553,0.08693795375510951,0.0012243517348131555,0.0025843067042267574,23.07899461400359,25.083333333333332,0.013210506103264161,0.018516830245096948,0.5909090909090909,39,5,31,10,6.0,331.0,362.0,226.0,154.0,279.0,309.0,289.0,239.0,12,2.53,25.083333333333332,159,33.47,26.82389937106918,447,94.11,20.646532438478747
person,person,,,,False,False,False,2,9,2.308333333333333,0.34123563218390807,0.07341765630232619,0.0,0.0,20.223826714801447,23.444444444444443,0.010055676593189644,0.00747208322298092,1.0,36,5,23,9,4.5,387.0,416.0,337.0,404.0,446.0,450.0,326.0,337.0,9,1.89,23.444444444444443,102,21.47,28.53921568627451,402,84.63,21.87313432835821
person,person,,,,True,False,False,4,34,6.153174603174604,0.4218472468916519,0.08396528256527197,0.007332366123922661,0.003531529405280238,26.324261576164062,28.61764705882353,0.055061030674323844,0.028950008602074487,0.3244206773618538,182,4,52,15,8.5,52.0,116.0,54.0,209.0,65.0,256.0,83.0,161.0,34,7.16,28.61764705882353,278,58.53,23.96043165467626,462,97.26,20.093073593073594
person,person,,,,False,False,False,2,21,5.061904761904763,0.40633019674935844,0.0940221694378464,0.0016362893290710724,0.010836262437195151,29.862652869238,33.095238095238095,0.04576415537946733,0.03145508751421161,0.5666666666666667,119,4,48,14,10.5,170.0,195.0,89.0,29.0,242.0,47.0,97.0,157.0,21,4.42,33.095238095238095,247,52.0,25.20242914979757,463,97.47,20.116630669546435
person,person,,,,False,False,True,2,15,3.7833333333333337,0.37728355837966643,0.09146047944546067,0.0006378468025950176,0.003255540718565369,27.092511013215855,30.6,0.031151302340810615,0.02312278421467262,0.5428571428571428,57,5,43,12,7.5,278.0,312.0,196.0,65.0,338.0,267.0,155.0,203.0,15,3.16,30.6,180,37.89,27.08888888888889,447,94.11,20.58165548098434
person,person,,,,True,True,True,4,45,8.807972582972583,0.44144981412639406,0.09221510386332751,0.005721091722559902,0.005432378414390411,34.154736501513376,35.8,0.1255780642684378,0.0892748310086478,0.4222222222222222,418,4,71,22,11.25,28.0,18.0,24.0,53.0,92.0,156.0,13.0,31.0,45,9.47,35.8,312,65.68,23.772435897435898,467,98.32,19.9593147751606
person,person,,,,True,False,False,2,11,3.066666666666667,0.3183646112600536,0.06852279284477786,0.003596780819802352,0.006682296137992339,11.858695652173912,13.818181818181818,0.003489544155147908,0.0020509759278251015,0.45454545454545453,25,5,12,6,5.5,354.0,365.0,416.0,448.0,148.0,114.0,406.0,432.0,11,2.32,13.818181818181818,81,17.05,22.382716049382715,325,68.42,22.75076923076923
person,person,,,,False,False,False,2,19,4.766666666666667,0.39848993288590606,0.09472214836479659,0.0019139946426830817,0.008321218848122475,27.260489510489517,30.210526315789473,0.03423648573080234,0.02814482806356217,0.49122807017543857,84,4,47,13,9.5,194.0,214.0,122.0,22.0,217.0,85.0,133.0,164.0,19,4.0,30.210526315789473,236,49.68,25.716101694915253,453,95.37,20.282560706401767
person,person,,,,True,False,True,2,25,7.274999999999999,0.36538461538461536,0.08428960132497336,0.0013329990517162754,0.011813039052022108,23.90950744558992,26.2,0.03286824432692361,0.06333388600381366,0.6366666666666667,191,4,62,18,12.5,116.0,63.0,241.0,201.0,266.0,30.0,145.0,88.0,25,5.26,26.2,144,30.32,26.506944444444443,431,90.74,20.932714617169374
person,person,,,,True,False,False,4,40,6.598448773448776,0.44103992571959144,0.08586406362979031,0.013806890801814315,0.0026259530683248214,30.252519012186376,32.825,0.09998185893778617,0.06302601844701476,0.3858974358974359,301,4,71,22,10.0,39.0,95.0,26.0,174.0,31.0,308.0,29.0,89.0,40,8.42,32.825,311,65.47,23.527331189710612,472,99.37,19.847457627118644
person,person,,,,True,False,False,2,29,7.317857142857142,0.4045996592844974,0.09438648782911079,0.0015969015482463148,0.0029730831248642895,33.12233609891003,35.689655172413794,0.06993453690432526,0.07887613535753439,0.6354679802955665,258,4,71,22,14.5,78.0,61.0,98.0,27.0,245.0,290.0,62.0,48.0,29,6.11,35.689655172413794,242,50.95,26.371900826446282,455,95.79,20.356043956043955
person,person,,,,False,False,True,5,22,3.2866161616161604,0.40633019674935844,0.07756790593870774,0.011347302838204114,0.002163767364966566,21.290159705833936,22.727272727272727,0.023416151649334797,0.011761533386610498,0.23809523809523808,55,4,36,11,4.4,154.0,349.0,89.0,347.0,40.0,332.0,196.0,291.0,22,4.63,22.727272727272727,246,51.79,24.597560975609756,463,97.47,20.153347732181427
person,person,,,,False,False,False,2,3,0.8666666666666667,0.26595744680851063,0.05565101929235334,0.0,0.0,8.0,9.333333333333334,0.0008852870971699564,0.0004795111160544968,1.0,3,6,3,3,1.5,469.0,472.0,472.0,475.0,446.0,450.0,468.0,471.0,3,0.63,9.333333333333334,18,3.79,19.27777777777778,144,30.32,24.375
person,person,,,,True,False,True,2,28,7.1083333333333325,0.38461538461538464,0.0879548189982409,0.004387127651496039,0.01711687592851107,24.28956623681126,25.892857142857142,0.024445529823969726,0.056451908896847085,0.5264550264550265,199,5,61,16,14.0,85.0,72.0,177.0,132.0,125.0,5.0,189.0,100.0,28,5.89,25.892857142857142,210,44.21,24.919047619047618,429,90.32,21.07226107226107
person,person,,,,True,False,False,5,30,8.446403596403597,0.36793183578621225,0.07389545737398878,0.0020821610985556566,0.0016562961552968223,23.264466220243076,25.466666666666665,0.03845651410753553,0.07729297076411469,0.5563218390804597,242,4,63,18,6.0,69.0,24.0,234.0,399.0,201.0,367.0,112.0,52.0,30,6.32,25.466666666666665,146,30.74,26.30821917808219,433,91.16,20.856812933025402
person,person,,,,False,False,False,3,22,4.635714285714287,0.3861788617886179,0.08724934945660492,0.0037772320294518283,0.004544120498151146,21.332306111967124,22.318181818181817,0.02052873319362594,0.015853305657941158,0.38095238095238093,88,4,40,12,7.333333333333333,154.0,222.0,166.0,150.0,139.0,201.0,219.0,253.0,22,4.63,22.318181818181817,200,42.11,24.55,448,94.32,20.575892857142858
person,person,,,,True,False,False,3,29,5.952380952380953,0.41125541125541126,0.089190711647994,0.002160536220457591,0.0038683107618147994,32.093199999999996,34.10344827586207,0.06887963066176143,0.06269806594751749,0.6083743842364532,247,4,71,22,9.666666666666666,78.0,134.0,72.0,104.0,195.0,232.0,63.0,91.0,29,6.11,34.10344827586207,256,53.89,26.03125,460,96.84,20.206521739130434
person,person,,,,False,False,False,3,38,7.516269841269843,0.42754275427542754,0.09441150163977872,0.007774046232612687,0.01241550326911066,32.23446491737499,34.39473684210526,0.09420799598593191,0.07064089416522576,0.39260312944523473,276,4,64,18,12.666666666666666,44.0,52.0,42.0,25.0,62.0,25.0,34.0,74.0,38,8.0,34.39473684210526,286,60.21,24.125874125874127,465,97.89,20.053763440860216
