node_type,org_cat,corp_cat,corp_sub,revenue_or_assets_$M,fortune_500_rank,Unnamed: 7,bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
org,Corporation,financial,insurance,"13,016",176.0,,10,10.0,4,0.17358469990048936,0.2803970223325062,0.011866008610731912,0.003090673992773041,0.002268108816781383,7.937450918800065,8.25,0.025766439304886073,0.0195231601469869,0.3333333333333333,2,6,9,3,0.4,118.0,136.0,123.0,147.0,149.0,162.0,117.0,123.0,4,1.77,8.25,26,11.5,8.884615384615385,105,46.46,7.6380952380952385
org,Corporation,financial,insurance,"18,414",129.0,,12,12.0,3,0.11212121212121212,0.2931258106355383,0.010135210888624796,0.007887076869377757,0.004365781710914454,8.040540540540542,12.666666666666666,0.04009225611832312,0.00613798829111338,0.3333333333333333,1,7,4,2,0.25,139.0,176.0,106.0,202.0,110.0,142.0,82.0,177.0,3,1.33,12.666666666666666,35,15.49,9.285714285714286,127,56.19,7.488188976377953
org,Corporation,non-financial,technology,"36,117",58.0,,13,13.0,4,0.16807359307359307,0.2693682955899881,0.011634491634491635,0.004655382091389088,0.003972468043264504,5.479072762395363,5.75,0.012275582969683946,0.008851733796293329,0.0,0,7,7,3,0.3076923076923077,118.0,143.0,146.0,154.0,139.0,146.0,150.0,161.0,4,1.77,5.75,22,9.73,7.5,83,36.73,7.891566265060241
org,Corporation,financial,bank,"108,785",12.0,,15,15.0,9,0.37628408628408627,0.32331902718168815,0.014892098182417214,0.01214807101683574,0.009511635529334645,11.084940456231815,10.333333333333334,0.10572602469370954,0.16238671270153338,0.3055555555555556,11,6,16,5,0.6,35.0,44.0,46.0,26.0,84.0,102.0,19.0,8.0,9,3.98,10.333333333333334,56,24.78,8.696428571428571,159,70.35,6.80503144654088
org,Corporation,non-financial,food/agriculture,"30,990",72.0,,15,15.0,9,0.3627083984958748,0.32706222865412443,0.014132507894819119,0.01837063790753705,0.017797443461160276,9.601818170668654,10.444444444444445,0.09708795467296887,0.06094547729554978,0.2222222222222222,8,7,18,5,0.6,35.0,49.0,35.0,47.0,55.0,55.0,23.0,38.0,9,3.98,10.444444444444445,63,27.88,8.936507936507937,162,71.68,6.728395061728395
org,Corporation,non-financial,food/agriculture,"21,645",113.0,,12,12.0,5,0.21936758893280633,0.2766217870257038,0.012839571635530388,0.007795261198668741,0.013844641101278267,5.981981981981981,6.0,0.018212866817855892,0.019376081348657575,0.2,2,7,11,4,0.4166666666666667,97.0,109.0,129.0,115.0,112.0,79.0,133.0,124.0,5,2.21,6.0,25,11.06,8.32,101,44.69,7.782178217821782
org,Corporation,non-financial,consumer products,"15,327",151.0,,10,10.0,3,0.13095238095238093,0.27764127764127766,0.012189640603369231,0.0026522615183844863,0.003146509341199607,8.681818181818183,8.666666666666666,0.014566769684878682,0.012223347138306776,0.0,0,7,7,3,0.3,139.0,165.0,126.0,133.0,152.0,153.0,142.0,140.0,3,1.33,8.666666666666666,25,11.06,7.56,102,45.13,7.794117647058823
org,Corporation,non-financial,media/communications,"35,756",59.0,,13,13.0,3,0.11574074074074073,0.2803970223325062,0.012093537627312132,0.002643226315225853,0.001455260570304818,10.08,10.0,0.02118671964782545,0.021572767698080204,0.3333333333333333,1,7,7,3,0.23076923076923078,139.0,175.0,123.0,137.0,153.0,169.0,126.0,117.0,3,1.33,10.0,28,12.39,8.392857142857142,112,49.56,7.303571428571429
org,Corporation,non-financial,technology,"16,740",138.0,,9,9.0,2,0.11145510835913312,0.26218097447795824,0.01255253364930665,0.008849557522123894,0.008849557522123894,7.138888888888889,7.5,0.013823812753350597,0.018545241973574718,0.0,0,8,2,1,0.2222222222222222,177.0,177.0,158.0,125.0,102.0,106.0,145.0,126.0,2,0.88,7.5,15,6.64,10.4,84,37.17,8.119047619047619
org,Corporation,non-financial,food/agriculture,"12,981",178.0,,11,11.0,6,0.31681159420289856,0.2985468956406869,0.013329008286396745,0.006903182441602217,0.013628318584070794,6.600509737289243,7.333333333333333,0.030897783146753954,0.019303592038908857,0.13333333333333333,2,7,16,5,0.5454545454545454,78.0,65.0,95.0,83.0,118.0,80.0,104.0,125.0,6,2.65,7.333333333333333,36,15.93,8.722222222222221,132,58.41,7.265151515151516
org,Corporation,non-financial,energy,"139,515",6.0,,15,15.0,9,0.30901834127640576,0.34662576687116564,0.013802088634651792,0.02245490939893672,0.007964601769911504,10.241067255810004,11.555555555555555,0.10535445878385215,0.04923162268216281,0.1111111111111111,4,6,16,5,0.6,35.0,69.0,15.0,70.0,35.0,116.0,20.0,52.0,9,3.98,11.555555555555555,81,35.84,8.074074074074074,175,77.43,6.542857142857143
org,Corporation,non-financial,utility,"13,032",175.0,,12,12.0,4,0.18116883116883115,0.3079019073569482,0.013571671637608338,0.0041688494981997285,0.006004588659455916,9.740740740740742,13.75,0.054235206540433636,0.03290774525975646,0.3333333333333333,2,7,8,3,0.3333333333333333,118.0,133.0,77.0,78.0,145.0,127.0,60.0,83.0,4,1.77,13.75,46,20.35,9.195652173913043,148,65.49,6.95945945945946
org,Corporation,non-financial,utility,"15,599",149.0,,10,10.0,3,0.13749535488665923,0.2576966932725199,0.011505663739340713,0.005663336199184668,0.004110127826941986,5.435135135135135,5.666666666666667,0.005894462625576782,0.007558790357556101,0.3333333333333333,1,7,7,3,0.3,139.0,158.0,165.0,159.0,131.0,145.0,181.0,169.0,3,1.33,5.666666666666667,15,6.64,7.066666666666666,70,30.97,7.242857142857143
org,Corporation,non-financial,retail,"71,422",25.0,,15,15.0,3,0.15846153846153846,0.264947245017585,0.012593335562242283,0.001827974996656608,0.002831858407079646,7.747572815533981,7.333333333333333,0.008427874990734257,0.011864250072261948,0.3333333333333333,1,8,7,3,0.2,139.0,148.0,151.0,123.0,166.0,158.0,166.0,143.0,3,1.33,7.333333333333333,19,8.41,7.105263157894737,90,39.82,7.466666666666667
org,Policy-Planning Group,,,,,,37,,19,0.44804328448302216,0.3837011884550085,0.013658890366251659,0.044246334062683565,0.0011406096361848575,12.50205958634065,11.578947368421053,0.2699593959048496,0.13070751094889307,0.1871345029239766,32,6,21,6,0.5135135135135135,2.0,30.0,2.0,74.0,6.0,175.0,3.0,13.0,19,8.41,11.578947368421053,110,48.67,7.718181818181818,193,85.4,6.1450777202072535
org,Corporation,non-financial,industrial,"10,800",218.0,,10,10.0,3,0.12928571428571428,0.27228915662650605,0.012012969754956679,0.0003628060962143173,0.0006293018682399213,8.14548802946593,8.333333333333334,0.02076347895364156,0.013492288807049647,0.6666666666666666,2,8,7,3,0.3,139.0,168.0,139.0,140.0,196.0,185.0,128.0,136.0,3,1.33,8.333333333333334,19,8.41,9.947368421052632,99,43.81,7.96969696969697
org,Corporation,non-financial,industrial,"11,185",207.0,,10,10.0,1,0.047619047619047616,0.1712121212121212,0.00777264441871396,0.0,0.0,3.0,3.0,5.635771385700911e-05,5.6590998086110205e-05,0.0,0,8,1,1,0.1,203.0,211.0,226.0,226.0,199.0,197.0,226.0,226.0,1,0.44,3.0,3,1.33,4.0,8,3.54,3.625
org,Corporation,non-financial,food/agriculture,"11,158",208.0,,10,10.0,1,0.05,0.23274974253347064,0.010872005387896474,0.0,0.0,9.0,9.0,0.0032872353375789512,0.0030725652919808217,0.0,0,7,1,1,0.1,203.0,206.0,201.0,185.0,199.0,197.0,201.0,200.0,1,0.44,9.0,9,3.98,6.555555555555555,39,17.26,7.487179487179487
org,Corporation,non-financial,industrial,"23,112",107.0,,11,11.0,14,0.6904224573543503,0.3536776212832551,0.01641566994334415,0.04158639118246433,0.052507374631268436,9.663578065003149,10.214285714285714,0.13607156570483658,0.15009579573530893,0.18681318681318682,17,7,19,5,1.2727272727272727,7.0,6.0,12.0,7.0,9.0,9.0,13.0,11.0,14,6.19,10.214285714285714,84,37.17,7.976190476190476,180,79.65,6.338888888888889
org,Corporation,non-financial,technology,"52,902",38.0,,11,11.0,8,0.32811762311762305,0.30581867388362655,0.013861062272560001,0.011751002162137838,0.012100950508030152,9.104386710246407,9.25,0.06425521717129583,0.04527028338392023,0.25,7,7,18,5,0.7272727272727273,49.0,59.0,80.0,66.0,87.0,87.0,50.0,60.0,8,3.54,9.25,45,19.91,8.71111111111111,142,62.83,6.929577464788732
org,Corporation,non-financial,transportation,"28,063",84.0,,12,12.0,6,0.3061107008933096,0.3091655266757866,0.013909404234367305,0.004893889339449843,0.008010488364470665,8.407314844419554,9.0,0.05324284625628203,0.0401133719599811,0.13333333333333333,2,7,17,5,0.5,78.0,70.0,74.0,61.0,137.0,113.0,62.0,72.0,6,2.65,9.0,44,19.47,9.068181818181818,148,65.49,7.04054054054054
