node_type,org_cat,corp_cat,corp_sub,revenue_or_assets_$M,fortune_500_rank,Unnamed: 7,bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
org,Corporation,non-financial,media/communications,"21,565",116.0,,10,10.0,9,0.42225702596411974,0.30376344086021506,0.01384931213040414,0.020410882738074076,0.024726319239593578,5.984820382502714,6.0,0.05293779785356841,0.05121757234476931,0.1111111111111111,4,7,11,4,0.9,35.0,35.0,82.0,68.0,46.0,32.0,63.0,48.0,9,3.98,6.0,39,17.26,8.820512820512821,139,61.5,7.172661870503597
org,Corporation,financial,financial services,"7,986",286.0,,11,11.0,9,0.4101407449233536,0.3183098591549296,0.014025506562819996,0.014172448752437656,0.020170435922648312,8.127625346094424,8.222222222222221,0.04648127206710981,0.037424147912472464,0.25,9,7,17,5,0.8181818181818182,35.0,38.0,55.0,53.0,73.0,44.0,72.0,78.0,9,3.98,8.222222222222221,50,22.12,8.24,155,68.58,6.7935483870967746
org,Corporation,non-financial,utility,"15,131",153.0,,12,12.0,4,0.1730371078197165,0.24862486248624863,0.011278195488721804,0.020490971476336366,0.019862340216322518,4.174413253566498,4.25,0.004210957262950676,0.003383745553842292,0.16666666666666666,1,6,4,2,0.3333333333333333,118.0,137.0,178.0,170.0,45.0,45.0,191.0,196.0,4,1.77,4.25,15,6.64,4.733333333333333,53,23.45,7.886792452830188
org,Corporation,non-financial,industrial,"44,945",46.0,,12,12.0,8,0.3688795986622074,0.3251798561151079,0.014598854485164287,0.009933394144230865,0.008410357259914781,9.987367212173416,10.75,0.09646800063539049,0.12633868685735908,0.21428571428571427,6,7,15,4,0.6666666666666666,49.0,48.0,41.0,31.0,97.0,111.0,24.0,15.0,8,3.54,10.75,53,23.45,9.245283018867925,163,72.12,6.773006134969325
org,Corporation,non-financial,industrial,"27,328",86.0,,14,14.0,13,0.506780275918207,0.3570300157977883,0.015355521079869093,0.046813823252962156,0.0290593248115372,8.293374216257915,8.384615384615385,0.09165569152915747,0.08490114615065916,0.10256410256410256,8,6,17,5,0.9285714285714286,10.0,17.0,9.0,18.0,5.0,25.0,26.0,30.0,13,5.75,8.384615384615385,82,36.28,8.012195121951219,183,80.97,6.355191256830601
org,Corporation,non-financial,utility,"12,731",181.0,,11,11.0,7,0.2871439577371781,0.3165266106442577,0.012908753391403684,0.010409770683287875,0.018112094395280234,8.078325328958714,10.0,0.06007145185004986,0.019801651230259006,0.23809523809523808,5,7,16,5,0.6363636363636364,63.0,79.0,60.0,107.0,94.0,53.0,54.0,121.0,7,3.1,10.0,56,24.78,8.160714285714286,148,65.49,6.97972972972973
org,Corporation,non-financial,technology,"14,026",166.0,,13,13.0,2,0.07151979565772669,0.23966065747614,0.009881437326473652,0.0,0.0,7.071428571428572,7.0,0.004025654533752326,0.0035110737344604404,1.0,1,8,3,2,0.15384615384615385,177.0,197.0,190.0,208.0,199.0,197.0,192.0,195.0,2,0.88,7.0,12,5.31,5.75,50,22.12,7.74
org,Corporation,non-financial,industrial,"11,873",194.0,,11,11.0,2,0.09429824561403508,0.2665094339622642,0.011586574612071913,0.0014385291317444713,0.0013372664700098329,6.86046511627907,7.5,0.010104489764321038,0.009027247794686758,0.0,0,7,3,2,0.18181818181818182,177.0,185.0,150.0,157.0,172.0,171.0,156.0,159.0,2,0.88,7.5,15,6.64,8.933333333333334,86,38.05,8.081395348837209
org,Corporation,non-financial,utility,"12,361",187.0,,12,12.0,3,0.1351449275362319,0.23966065747614,0.011084680089266007,0.01076045793293115,0.01095378564405113,4.498659517426273,4.666666666666667,0.003905592093792329,0.004656115410139973,0.0,0,8,3,2,0.25,139.0,159.0,190.0,180.0,92.0,90.0,195.0,189.0,3,1.33,4.666666666666667,14,6.19,5.0,50,22.12,7.84
org,Corporation,non-financial,pharmaceutical,"21,836",112.0,,13,13.0,10,0.37132102656947374,0.3308931185944363,0.014535008360845515,0.02014352598421839,0.019160930842346772,9.411098383627458,9.8,0.11150089981790956,0.08927971352066968,0.1111111111111111,5,7,17,5,0.7692307692307693,25.0,46.0,29.0,33.0,48.0,48.0,18.0,29.0,10,4.42,9.8,67,29.65,8.850746268656716,161,71.24,6.807453416149069
org,Corporation,non-financial,industrial,"20,915",117.0,,15,15.0,6,0.21731294047083521,0.2886334610472541,0.012796436626496927,0.005949168748802301,0.0017502458210422811,7.466279342561031,7.333333333333333,0.026579008669789794,0.02592601199502822,0.2,3,7,12,4,0.4,78.0,110.0,110.0,119.0,126.0,167.0,114.0,102.0,6,2.65,7.333333333333333,34,15.04,7.323529411764706,117,51.77,7.3247863247863245
org,Corporation,non-financial,utility,"10,746",219.0,,12,12.0,5,0.23009768009768009,0.28716645489199494,0.012885814201003496,0.0036480931319465707,0.005368731563421829,6.684797028389493,7.2,0.028096169924487907,0.02242275992150968,0.2,2,7,11,4,0.4166666666666667,97.0,102.0,113.0,109.0,147.0,131.0,110.0,113.0,5,2.21,7.2,29,12.83,8.862068965517242,117,51.77,7.7094017094017095
org,Corporation,non-financial,utility,"17,318",134.0,,17,17.0,8,0.32129383408582524,0.3087431693989071,0.012878960565306588,0.025655954514400853,0.01686004588659456,6.992879838043984,7.5,0.03257006822982645,0.028427764260789027,0.14285714285714285,4,6,13,4,0.47058823529411764,49.0,63.0,76.0,110.0,24.0,60.0,100.0,94.0,8,3.54,7.5,46,20.35,7.173913043478261,139,61.5,7.028776978417266
org,Corporation,non-financial,healthcare,"24,749",96.0,,13,13.0,1,0.045454545454545456,0.2547914317925592,0.011743615058847986,0.0,0.0,10.0,10.0,0.00700143376191279,0.009554083922348038,0.0,0,8,1,1,0.07692307692307693,203.0,215.0,168.0,151.0,199.0,197.0,172.0,156.0,1,0.44,10.0,10,4.42,9.6,70,30.97,8.642857142857142
org,Corporation,non-financial,energy,"284,650",2.0,,11,11.0,10,0.4441276115189159,0.3353115727002967,0.014984418856498769,0.022332514603494228,0.029773844641101277,9.352721801962154,9.5,0.0943056399708017,0.11646158141853855,0.2,9,7,17,5,0.9090909090909091,25.0,32.0,26.0,25.0,36.0,23.0,25.0,21.0,10,4.42,9.5,64,28.32,8.671875,171,75.66,6.643274853801169
org,Corporation,non-financial,energy,"15,643",147.0,,13,13.0,3,0.13227513227513227,0.21421800947867298,0.010110499709211294,0.01934844200920897,0.019154375614552605,3.56,3.6666666666666665,0.0006684593428916074,0.0011570898875584875,0.0,0,7,3,2,0.23076923076923078,139.0,164.0,214.0,204.0,53.0,49.0,219.0,213.0,3,1.33,3.6666666666666665,11,4.87,3.3636363636363638,25,11.06,4.8
org,Corporation,financial,bank,"29,065",81.0,,11,11.0,9,0.40987201204592516,0.3183098591549296,0.014016083352283298,0.015592474222517758,0.019836119305145856,8.018299543085435,8.0,0.040625478580524635,0.03157705666843696,0.2777777777777778,10,7,16,5,0.8181818181818182,35.0,39.0,55.0,54.0,67.0,46.0,81.0,86.0,9,3.98,8.0,49,21.68,7.836734693877551,158,69.91,6.734177215189874
org,Corporation,non-financial,transportation,"35,497",60.0,,11,11.0,12,0.5667182558011785,0.36867862969004894,0.01658309893604011,0.05243184343587279,0.07358243198951163,12.37660057747673,13.333333333333334,0.19507316467606398,0.1553127260203112,0.30303030303030304,20,5,21,6,1.0909090909090908,15.0,9.0,4.0,6.0,3.0,3.0,6.0,10.0,12,5.31,13.333333333333334,92,40.71,7.858695652173913,188,83.19,6.303191489361702
org,Corporation,financial,bank,"9,450",248.0,,15,15.0,2,0.06703296703296703,0.20471014492753623,0.008753356744474285,0.0022443621930347594,0.000943952802359882,3.426229508196722,3.5,0.0005027955033410805,0.0007208911052814882,0.0,0,7,3,2,0.13333333333333333,177.0,201.0,221.0,223.0,158.0,179.0,221.0,220.0,2,0.88,3.5,7,3.1,3.4285714285714284,19,8.41,4.842105263157895
org,Corporation,non-financial,utility,"12,967",179.0,,11,11.0,1,0.04,0.23037716615698267,0.00994331722555051,0.0,0.0,9.0,9.0,0.002747199613286211,0.002816784394334509,0.0,0,8,1,1,0.09090909090909091,203.0,223.0,204.0,206.0,199.0,197.0,205.0,203.0,1,0.44,9.0,9,3.98,6.0,39,17.26,7.743589743589744
org,Corporation,non-financial,industrial,"21,990",111.0,,12,12.0,6,0.2560175331914462,0.2766217870257038,0.012872847405494691,0.014358493998265543,0.016643723369387086,6.030877331881836,6.0,0.017913388790127417,0.020798898378525842,0.13333333333333333,2,8,11,4,0.5,78.0,94.0,129.0,111.0,70.0,61.0,134.0,118.0,6,2.65,6.0,29,12.83,6.862068965517241,103,45.58,7.271844660194175
org,Corporation,non-financial,industrial,"118,308",8.0,,15,15.0,8,0.2847049247049247,0.3256484149855908,0.013257464656537807,0.010755941559681462,0.008882333661094722,8.148501829826166,9.625,0.0714808599434015,0.02656325039235203,0.17857142857142858,5,7,17,5,0.5333333333333333,49.0,81.0,37.0,88.0,93.0,105.0,42.0,98.0,8,3.54,9.625,60,26.55,8.633333333333333,161,71.24,6.751552795031056
org,Corporation,financial,bank,"37,614",54.0,,14,14.0,5,0.19891608391608392,0.26432748538011697,0.011610185454732263,0.018350752537183768,0.01580465421173386,3.905900275385246,3.8,0.012159705861927989,0.006684835398347072,0.0,0,7,7,3,0.35714285714285715,97.0,124.0,153.0,156.0,56.0,62.0,152.0,175.0,5,2.21,3.8,19,8.41,7.842105263157895,86,38.05,7.406976744186046
org,Corporation,non-financial,industrial,"15,040",154.0,,12,12.0,2,0.08514492753623187,0.2536475869809203,0.011091298728917535,0.0004259152376909028,0.0005113077679449361,6.957446808510639,7.0,0.005352910806240068,0.004285321992804488,0.0,0,7,3,2,0.16666666666666666,177.0,193.0,169.0,179.0,192.0,187.0,182.0,193.0,2,0.88,7.0,13,5.75,7.538461538461538,69,30.53,7.318840579710145
org,Corporation,non-financial,retail,"14,197",162.0,,14,14.0,5,0.20609804848935284,0.28144458281444584,0.013124782221533928,0.013531442980327482,0.013359554244509998,6.132129465840715,6.2,0.02076969108531725,0.03890992348427735,0.2,2,6,8,3,0.35714285714285715,97.0,120.0,120.0,98.0,78.0,81.0,127.0,73.0,5,2.21,6.2,26,11.5,7.8076923076923075,101,44.69,7.346534653465347
org,Corporation,non-financial,industrial,"31,981",69.0,,11,11.0,8,0.3621869775578216,0.3242467718794835,0.014816595461051803,0.01013245751691219,0.014178957718780728,8.785362373288491,9.0,0.061788330419153534,0.06385930778334892,0.21428571428571427,6,7,17,5,0.7272727272727273,49.0,50.0,44.0,27.0,96.0,76.0,51.0,37.0,8,3.54,9.0,50,22.12,8.86,161,71.24,6.751552795031056
org,Corporation,non-financial,industrial,"156,779",4.0,,17,17.0,14,0.436849931364673,0.345565749235474,0.01304649014778325,0.03318375050474317,0.01528023598820059,8.388379967408476,9.5,0.13434846399822373,0.04126564491749083,0.14285714285714285,13,7,18,5,0.8235294117647058,7.0,33.0,18.0,102.0,13.0,67.0,14.0,68.0,14,6.19,9.5,80,35.4,8.1,172,76.11,6.52906976744186
org,Corporation,non-financial,food/agriculture,"14,691",155.0,,13,13.0,7,0.2969222243135287,0.2931258106355383,0.012838234458730188,0.01423568439566981,0.012313995411340546,5.761537069136133,5.857142857142857,0.03983200923960081,0.03783841856494847,0.047619047619047616,1,6,10,3,0.5384615384615384,63.0,75.0,106.0,116.0,72.0,85.0,83.0,76.0,7,3.1,5.857142857142857,34,15.04,9.205882352941176,124,54.87,7.225806451612903
org,Corporation,non-financial,industrial,"104,589",15.0,,12,12.0,11,0.46578334209518624,0.3237822349570201,0.014060555785980922,0.02134619307323621,0.015522779416584725,8.459129607825377,8.363636363636363,0.07426958139328815,0.06886916284635718,0.16363636363636364,9,7,18,5,0.9166666666666666,19.0,22.0,45.0,52.0,40.0,66.0,39.0,35.0,11,4.87,8.363636363636363,58,25.66,8.03448275862069,158,69.91,6.7025316455696204
org,Corporation,non-financial,industrial,"10,058",236.0,,13,13.0,2,0.11858974358974358,0.24538545059717698,0.011166099852600893,0.008189810615913612,0.010029498525073746,5.7027027027027035,6.0,0.0037196564744955115,0.004977846311499076,0.0,0,6,3,2,0.15384615384615385,177.0,173.0,182.0,176.0,108.0,97.0,198.0,184.0,2,0.88,6.0,12,5.31,6.0,50,22.12,7.66
org,Corporation,financial,insurance,"9,069",257.0,,12,12.0,2,0.08333333333333333,0.25139043381535037,0.010973981305385827,0.0005667824248424628,0.00039331366764995085,6.5,6.5,0.005232822048334155,0.00469689123302517,0.0,0,7,3,2,0.16666666666666666,177.0,194.0,174.0,182.0,189.0,192.0,184.0,188.0,2,0.88,6.5,13,5.75,7.153846153846154,62,27.43,7.564516129032258
org,Corporation,financial,bank,"51,673",39.0,,11,11.0,7,0.28264023210831724,0.3294460641399417,0.014169723188814695,0.010767275190632695,0.010422812192723696,10.06293535378223,10.714285714285714,0.06735707951700702,0.041888653901786685,0.14285714285714285,3,6,17,5,0.6363636363636364,63.0,83.0,33.0,46.0,91.0,94.0,45.0,66.0,7,3.1,10.714285714285714,59,26.11,8.847457627118644,166,73.45,6.680722891566265
org,Corporation,non-financial,industrial,"16,301",141.0,,12,12.0,4,0.18737183868762816,0.27460510328068044,0.012863078411656452,0.014153945525996813,0.022431989511635525,5.9068247454020355,6.0,0.00792158507934553,0.007580360345386722,0.0,0,6,7,3,0.3333333333333333,118.0,130.0,137.0,114.0,74.0,35.0,168.0,168.0,4,1.77,6.0,24,10.62,5.916666666666667,93,41.15,7.161290322580645
org,Corporation,non-financial,technology,"23,651",102.0,,10,10.0,3,0.151010101010101,0.24917309812568908,0.011451542073438502,0.0016337009535590192,0.0029891838741396264,5.066889632107023,5.0,0.007240996272036096,0.006468975601947892,0.0,0,8,7,3,0.3,139.0,150.0,177.0,163.0,169.0,155.0,171.0,176.0,3,1.33,5.0,15,6.64,7.266666666666667,65,28.76,8.03076923076923
org,Corporation,non-financial,food/agriculture,"10,148",233.0,,12,12.0,10,0.5616933388672518,0.31345353675450766,0.015169991162025798,0.016568745198418965,0.0459128154703376,7.771246236059863,7.2,0.06521941767632754,0.10034362550144334,0.17777777777777778,8,7,13,4,0.8333333333333334,25.0,10.0,69.0,21.0,63.0,11.0,48.0,25.0,10,4.42,7.2,48,21.24,8.5,148,65.49,6.8175675675675675
org,Corporation,non-financial,healthcare,"30,052",77.0,,16,16.0,5,0.17762410003789314,0.3143254520166898,0.013268361416074672,0.010358435520144057,0.0042871189773844645,11.2128,11.2,0.04841571251976561,0.05270103462780158,0.4,4,7,11,4,0.3125,97.0,134.0,66.0,87.0,95.0,143.0,67.0,47.0,5,2.21,11.2,43,19.03,9.023255813953488,155,68.58,6.877419354838709
org,Corporation,non-financial,industrial,"14,675",158.0,,12,12.0,3,0.1324110671936759,0.2559456398640997,0.011190150027232667,0.005932540324482569,0.005316289741068502,5.611940298507462,5.666666666666667,0.009479944624101552,0.0060496406220398305,0.0,0,8,4,2,0.25,139.0,163.0,167.0,174.0,127.0,132.0,160.0,178.0,3,1.33,5.666666666666667,17,7.52,7.117647058823529,72,31.86,8.180555555555555
org,Corporation,financial,insurance,"24,701",97.0,,9,9.0,4,0.20406162464985994,0.2893725992317542,0.013561084886790942,0.001118582693242273,0.005250737463126843,9.789979409746053,9.75,0.051388615403626464,0.05040388197268274,0.16666666666666666,1,7,8,3,0.4444444444444444,118.0,121.0,109.0,79.0,178.0,133.0,66.0,50.0,4,1.77,9.75,30,13.27,10.333333333333334,124,54.87,7.548387096774194
org,Corporation,financial,insurance,"15,713",146.0,,9,9.0,1,0.05,0.1934931506849315,0.009080499025654418,0.0,0.0,3.0000000000000004,3.0,0.0003927730294896107,0.0005364372152529495,0.0,0,9,1,1,0.1111111111111111,203.0,206.0,222.0,218.0,199.0,197.0,223.0,222.0,1,0.44,3.0,3,1.33,5.333333333333333,14,6.19,5.142857142857143
org,Corporation,non-financial,energy,"29,569",79.0,,13,13.0,6,0.24397683636814071,0.2977602108036891,0.012907278905736886,0.008526497465785075,0.00816125860373648,7.141460937995811,7.166666666666667,0.032972347505955985,0.034292634862897936,0.13333333333333333,2,7,11,4,0.46153846153846156,78.0,98.0,96.0,108.0,106.0,112.0,97.0,81.0,6,2.65,7.166666666666667,35,15.49,7.914285714285715,130,57.52,7.2846153846153845
org,Corporation,non-financial,technology,"114,552",10.0,,13,13.0,5,0.20659588398718834,0.275609756097561,0.012963919004187455,0.005666724150843844,0.0066601114388725015,7.116488821355828,7.2,0.030636294458375343,0.053845328108899686,0.3,3,6,9,3,0.38461538461538464,97.0,119.0,135.0,105.0,130.0,120.0,105.0,42.0,5,2.21,7.2,27,11.95,7.518518518518518,97,42.92,7.412371134020619
org,Corporation,non-financial,retail,"66,176",29.0,,12,12.0,5,0.26498682476943347,0.2993377483443709,0.013964840732845181,0.007613797125683301,0.014428056374959029,7.249844623990057,8.0,0.02840432453382738,0.03456938083300157,0.1,1,7,9,3,0.4166666666666667,97.0,89.0,90.0,58.0,113.0,74.0,108.0,80.0,5,2.21,8.0,36,15.93,8.583333333333334,130,57.52,7.376923076923077
org,Corporation,non-financial,industrial,"30,908",74.0,,10,10.0,10,0.4609392057218144,0.3413897280966767,0.015810276679841893,0.029863717858242583,0.04184529662405768,8.660873755088874,8.7,0.06962117299921994,0.09122666613595416,0.08888888888888889,4,7,17,5,1.0,25.0,23.0,20.0,12.0,19.0,14.0,43.0,28.0,10,4.42,8.7,70,30.97,8.514285714285714,178,78.76,6.426966292134831
org,Corporation,non-financial,technology,"95,758",20.0,,14,14.0,18,0.8646743286915596,0.38047138047138046,0.0174913575150921,0.03231936725651793,0.05381514257620453,12.294356120751477,12.61111111111111,0.2886588622686658,0.3717158570716094,0.27450980392156865,42,6,21,6,1.2857142857142858,3.0,1.0,3.0,2.0,14.0,7.0,2.0,1.0,18,7.96,12.61111111111111,103,45.58,7.864077669902913,194,85.84,6.134020618556701
org,Corporation,non-financial,media/communications,"10,905",214.0,,11,11.0,5,0.22169678147939018,0.30213903743315507,0.013428401663695782,0.01825954931397638,0.018865945591609305,7.186989281545154,7.2,0.03289426698598229,0.028676212059577287,0.0,0,6,7,3,0.45454545454545453,97.0,107.0,85.0,82.0,58.0,50.0,98.0,93.0,5,2.21,7.2,33,14.6,9.272727272727273,136,60.18,7.007352941176471
org,Corporation,non-financial,industrial,"13,904",169.0,,11,11.0,6,0.26980101219231656,0.2993377483443709,0.013604486671415532,0.004617857614840179,0.006489675516224189,9.168354187538634,9.166666666666666,0.04771629867720657,0.05311790940936387,0.3333333333333333,5,7,12,4,0.5454545454545454,78.0,86.0,90.0,77.0,140.0,122.0,69.0,44.0,6,2.65,9.166666666666666,37,16.37,9.27027027027027,133,58.85,7.2180451127819545
org,Corporation,non-financial,technology,"29,515",80.0,,11,11.0,4,0.16857216857216858,0.23468328141225336,0.010494137677514219,0.0057493134904084255,0.007990822681088167,3.0370939420544336,3.0,0.003768628245450261,0.003127627368686382,0.0,0,8,4,2,0.36363636363636365,118.0,142.0,198.0,194.0,128.0,114.0,197.0,199.0,4,1.77,3.0,12,5.31,5.25,44,19.47,8.113636363636363
org,Corporation,non-financial,technology,"35,127",62.0,,11,11.0,5,0.2315643852714791,0.2762836185819071,0.012372488549061113,0.00855660558185671,0.008672566371681416,5.679830747531735,5.8,0.01518720351215336,0.021864101017153085,0.1,1,7,8,3,0.45454545454545453,97.0,100.0,134.0,128.0,105.0,109.0,140.0,115.0,5,2.21,5.8,27,11.95,7.2592592592592595,99,43.81,7.686868686868687
org,Corporation,non-financial,paper,"23,366",104.0,,10,10.0,6,0.29747474747474745,0.30173564753004006,0.013897429590456277,0.008292923149015372,0.01401507702392658,6.689303904923601,6.833333333333333,0.02956914786922662,0.030181330373385353,0.06666666666666667,1,7,11,4,0.6,78.0,73.0,88.0,62.0,107.0,77.0,107.0,90.0,6,2.65,6.833333333333333,37,16.37,8.64864864864865,139,61.5,7.071942446043166
org,Corporation,non-financial,retail,"17,556",133.0,,12,12.0,3,0.17536630036630035,0.2668240850059032,0.01194229651418808,0.002082840699621854,0.003828253031792855,5.248041775456919,6.333333333333333,0.013185871227483908,0.00809222137116931,0.0,0,8,7,3,0.25,139.0,135.0,149.0,142.0,162.0,148.0,147.0,164.0,3,1.33,6.333333333333333,19,8.41,8.526315789473685,90,39.82,7.7555555555555555
org,Corporation,financial,bank,"115,632",9.0,,11,11.0,13,0.6730193669399066,0.35873015873015873,0.017075935020778234,0.04329726167856088,0.07955424450999672,10.119745733728248,10.307692307692308,0.12298388208965069,0.16101730442465612,0.16666666666666666,13,6,18,5,1.1818181818181819,10.0,7.0,8.0,3.0,7.0,1.0,16.0,9.0,13,5.75,10.307692307692308,87,38.5,7.931034482758621,183,80.97,6.355191256830601
org,Corporation,non-financial,services,"11,467",203.0,,11,11.0,2,0.09109730848861283,0.21564885496183206,0.009468017511643008,0.0009853604920410405,0.0010291707636840381,4.0,4.0,0.0012534469932800295,0.001121480859602272,0.0,0,8,3,2,0.18181818181818182,177.0,186.0,213.0,213.0,181.0,178.0,213.0,214.0,2,0.88,4.0,8,3.54,3.875,24,10.62,6.625
org,Corporation,non-financial,consumer products,"61,897",33.0,,12,12.0,7,0.302266139657444,0.3100137174211248,0.014421696357351767,0.02113180944172266,0.020996394624713206,7.098204167029901,7.0,0.03568138019629644,0.04829876166964065,0.047619047619047616,1,6,14,4,0.5833333333333334,63.0,72.0,72.0,35.0,42.0,42.0,92.0,53.0,7,3.1,7.0,39,17.26,8.76923076923077,145,64.16,6.979310344827586
org,Corporation,non-financial,industrial,"28,497",83.0,,11,11.0,1,0.047619047619047616,0.20867959372114497,0.009378371649099512,0.0,0.0,3.0,3.0,0.0009215019644519207,0.0010622170323503688,0.0,0,8,1,1,0.09090909090909091,203.0,211.0,216.0,215.0,199.0,197.0,217.0,216.0,1,0.44,3.0,3,1.33,6.666666666666667,18,7.96,7.277777777777778
org,Corporation,non-financial,industrial,"12,105",193.0,,7,7.0,4,0.21199813258636788,0.2773006134969325,0.013160321049720002,0.000389038756491746,0.0026745329400196657,7.84276591059238,8.0,0.024980494077274054,0.025560919337452873,0.5,3,7,11,4,0.5714285714285714,118.0,115.0,127.0,97.0,194.0,159.0,119.0,104.0,4,1.77,8.0,24,10.62,8.541666666666666,98,43.36,8.193877551020408
org,Corporation,non-financial,food/agriculture,"12,575",184.0,,12,12.0,8,0.33861985840246706,0.3183098591549296,0.013965991369099729,0.023092320879713538,0.016964929531301215,8.30316333474217,8.375,0.03887048899040117,0.031235394814833235,0.17857142857142858,5,7,12,4,0.6666666666666666,49.0,55.0,55.0,57.0,32.0,59.0,85.0,87.0,8,3.54,8.375,53,23.45,7.39622641509434,151,66.81,6.827814569536423
org,Corporation,non-financial,consumer products,"19,115",126.0,,13,13.0,7,0.2971014492753623,0.30213903743315507,0.013287734323707237,0.02089992035910295,0.01792527040314651,5.884146341463414,5.857142857142857,0.019063590771131823,0.014629608312049578,0.047619047619047616,1,6,11,4,0.5384615384615384,63.0,74.0,85.0,86.0,43.0,54.0,130.0,133.0,7,3.1,5.857142857142857,35,15.49,7.228571428571429,134,59.29,7.08955223880597
org,Corporation,non-financial,retail,"17,178",135.0,,10,10.0,3,0.17214012041598248,0.23789473684210527,0.011205407683472024,0.007092332713398133,0.01176007866273353,3.6772655007949124,3.6666666666666665,0.0019093117396308129,0.002021993790448708,0.0,0,7,5,2,0.3,139.0,139.0,193.0,173.0,117.0,88.0,207.0,207.0,3,1.33,3.6666666666666665,11,4.87,4.545454545454546,42,18.58,6.714285714285714
org,Corporation,non-financial,food/agriculture,"40,386",53.0,,12,12.0,7,0.3116925903996842,0.3165266106442577,0.014003635161929939,0.02305970193794689,0.021389708292363162,7.0435781804565805,7.285714285714286,0.03419012306486486,0.024069924256860158,0.09523809523809523,2,6,11,4,0.5833333333333334,63.0,67.0,60.0,55.0,33.0,40.0,94.0,108.0,7,3.1,7.285714285714286,45,19.91,8.11111111111111,153,67.7,6.73202614379085
org,Corporation,non-financial,retail,"76,733",23.0,,14,14.0,7,0.2667114367114367,0.31875881523272215,0.013160576503130005,0.02173041500360766,0.009701737135365452,6.966153423570523,7.0,0.033214623612327854,0.021749349242969864,0.0,0,6,11,4,0.5,63.0,88.0,54.0,96.0,39.0,99.0,96.0,116.0,7,3.1,7.0,45,19.91,8.044444444444444,156,69.03,6.948717948717949
org,Corporation,non-financial,media/communications,"11,110",210.0,,11,11.0,2,0.21666666666666667,0.23764458464773922,0.011580736350359973,0.0,0.0,4.384615384615384,6.0,0.0062525233310686944,0.011105005586256376,1.0,1,8,3,2,0.18181818181818182,177.0,112.0,194.0,158.0,199.0,197.0,177.0,147.0,2,0.88,6.0,10,4.42,7.0,45,19.91,8.622222222222222
org,Corporation,non-financial,media/communications,"10,398",227.0,,10,10.0,3,0.2692982456140351,0.2536475869809203,0.011996921144131149,0.0013961777995873032,0.00456243854473943,4.6677524429967425,6.666666666666667,0.009239380892275887,0.01354934155755345,0.3333333333333333,1,7,4,2,0.3,139.0,87.0,169.0,141.0,173.0,140.0,161.0,135.0,3,1.33,6.666666666666667,17,7.52,6.705882352941177,65,28.76,8.061538461538461
org,Corporation,financial,insurance,"31,094",71.0,,17,17.0,5,0.20229885057471264,0.2719614921780987,0.011936409570254044,0.005643592262499631,0.004228121927236972,5.9602272727272725,5.4,0.012712596312767591,0.011362491840171494,0.2,2,7,8,3,0.29411764705882354,97.0,123.0,140.0,143.0,133.0,144.0,149.0,145.0,5,2.21,5.4,23,10.18,6.608695652173913,89,39.38,7.853932584269663
org,Corporation,non-financial,industrial,"45,189",44.0,,11,11.0,3,0.1941959642188475,0.24017003188097769,0.011261429603607645,0.001862546204382054,0.0028908554572271384,3.8955543652919125,4.333333333333333,0.0028714900017694123,0.004308155416289207,0.3333333333333333,1,7,7,3,0.2727272727272727,139.0,126.0,188.0,172.0,165.0,156.0,204.0,192.0,3,1.33,4.333333333333333,11,4.87,6.090909090909091,44,19.47,7.386363636363637
org,Corporation,non-financial,holding,"14,123",165.0,,12,12.0,6,0.22843497082627515,0.3256484149855908,0.01258678944046337,0.00674150215281944,0.0020452310717797443,11.439182647743426,13.333333333333334,0.06689246456054437,0.02450640966294648,0.4666666666666667,7,7,17,5,0.5,78.0,104.0,37.0,124.0,119.0,165.0,46.0,106.0,6,2.65,13.333333333333334,61,26.99,8.704918032786885,165,73.01,6.648484848484848
org,Corporation,non-financial,retail,"47,220",42.0,,12,12.0,3,0.12774725274725274,0.2766217870257038,0.011742191356153824,0.0015756899221240715,0.0013569321533923305,5.878136200716846,6.0,0.014265931792448,0.008843225528173087,0.0,0,7,7,3,0.25,139.0,170.0,129.0,152.0,171.0,170.0,144.0,162.0,3,1.33,6.0,18,7.96,9.555555555555555,106,46.9,7.69811320754717
org,Corporation,non-financial,retail,"23,489",103.0,,10,10.0,5,0.2698851872764916,0.2828535669586984,0.012912564039080502,0.007329965415534752,0.011039003605375285,5.682892809819375,6.2,0.015578715876286162,0.012622094240915625,0.1,1,6,8,3,0.5,97.0,85.0,119.0,106.0,114.0,89.0,139.0,139.0,5,2.21,6.2,27,11.95,6.925925925925926,107,47.35,7.579439252336448
