node,node_type,org_cat,corp_cat,corp_sub,revenue_or_assets_$M,fortune_500_rank,Unnamed: 7,banker,PPG_director,PPG_member,bipartite_degree,corp_bipartite_degree,degree,degree_w,closeness,closeness_w,betweenness,betweenness_w,average_neighbour_degree_w,average_neighbour_degree,EVC,EVC_w,clustering_co_eff,triangles,eccentricity,onion_layer,core_no,bipartite_degree/degree,degree_ranked,degree_w_ranked,closeness_ranked,closeness_w_ranked,betweenness_ranked,betweenness_w_ranked,EVC_ranked,EVC_w_ranked,no. 1 step nodes (degree),1 step % reached,1 step nodes average degree,no. 2 step nodes,2 step % reached,2 step nodes average degree,no. 3 step nodes,3 step % reached,3 step nodes average degree
O'Leary / Denise M.,person,,,,,,,False,False,False,2,2.0,6,1.7083333333333333,0.3164005805515239,0.0791551938031408,0.001066941689471572,0.0014945709029859616,14.146341463414632,18.166666666666668,0.015890019307649984,0.007654064086995731,0.6666666666666666,10,6,18,6,3.0,336.0,359.0,160.0,303.0,372.0,377.0,163.0,272.0,6,1.38,18.166666666666668,85,19.5,16.258823529411764,295,67.66,12.983050847457626
O'Neal / Rodney,person,,,,,,,False,False,False,2,2.0,8,2.45,0.28608923884514437,0.07831162999550965,0.007040474349805438,0.009005781440137658,8.619047619047619,9.25,0.0024984591737819075,0.002520266327116974,0.4642857142857143,13,6,13,5,4.0,262.0,288.0,305.0,320.0,103.0,84.0,348.0,373.0,8,1.83,9.25,48,11.01,9.9375,197,45.18,13.279187817258883
O'Neill / Thomas F.,person,,,,,,,False,True,False,2,1.0,4,1.25,0.26996904024767804,0.07425700417269863,0.0,0.0,10.933333333333334,11.0,0.004111342092523015,0.005656457201990826,1.0,6,6,6,4,2.0,399.0,407.0,367.0,371.0,412.0,411.0,318.0,302.0,4,0.92,11.0,31,7.11,15.32258064516129,163,37.39,14.233128834355828
Oberhelman / Douglas R.,person,,,,,,,False,True,False,3,2.0,31,6.966666666666669,0.38279192273924495,0.09822031989186754,0.016397773475033985,0.009809324817187179,21.535885167464112,21.774193548387096,0.17922921018385904,0.1720250102199368,0.4172043010752688,194,6,43,17,10.333333333333334,7.0,9.0,10.0,11.0,28.0,60.0,5.0,13.0,31,7.11,21.774193548387096,187,42.89,14.411764705882353,391,89.68,11.649616368286445
Olson / Ronald L.,person,,,,,,,False,False,True,2,2.0,10,3.166666666666667,0.2731829573934837,0.079395429299827,0.006689600944804514,0.00842583386477724,10.0,10.1,0.005115371389352476,0.010902465854501676,0.6444444444444445,29,7,30,8,5.0,181.0,164.0,358.0,298.0,109.0,97.0,297.0,218.0,10,2.29,10.1,37,8.49,12.162162162162161,180,41.28,14.227777777777778
Osborn / William A.,person,,,,,,,False,False,False,3,3.0,21,4.666666666666668,0.354759967453214,0.09100080008348696,0.012032528477799719,0.007402018786865355,15.657142857142853,16.095238095238095,0.04892385653002658,0.03896413119195726,0.3619047619047619,76,6,36,9,7.0,35.0,52.0,46.0,80.0,44.0,128.0,61.0,74.0,21,4.82,16.095238095238095,132,30.28,15.181818181818182,369,84.63,12.021680216802167
Otellini / Paul S.,person,,,,,,,False,False,True,2,2.0,5,1.583333333333333,0.2618618618618619,0.07543905182109178,0.0015216900630125988,0.003116039730244098,6.947368421052632,7.2,0.001962567687235711,0.0031836639979655654,0.4,4,7,8,4,2.5,364.0,385.0,383.0,356.0,340.0,321.0,366.0,347.0,5,1.15,7.2,28,6.42,11.428571428571429,140,32.11,14.164285714285715
Owens / James W.,person,,,,,,,False,True,False,3,2.0,24,5.316666666666667,0.35914332784184516,0.0896565905819453,0.005116364903473574,0.002733255560683589,20.99686520376175,21.416666666666668,0.11341218246915284,0.09460308015319817,0.4166666666666667,115,6,40,12,8.0,23.0,32.0,42.0,92.0,142.0,339.0,25.0,32.0,24,5.5,21.416666666666668,153,35.09,15.84967320261438,363,83.26,12.03305785123967
Palmisano / Samuel J.,person,,,,,,,False,False,True,2,2.0,14,3.6250000000000004,0.34935897435897434,0.08775284291033511,0.0035756098007916977,0.003533579265942445,19.47586206896551,22.357142857142858,0.07189834053202603,0.06203856737822114,0.5164835164835165,47,6,34,8,7.0,88.0,116.0,53.0,117.0,223.0,301.0,43.0,49.0,14,3.21,22.357142857142858,134,30.73,16.313432835820894,362,83.03,12.066298342541437
Palms / John M.,person,,,,,,,False,False,False,2,2.0,5,1.45,0.27386934673366836,0.07217945534310073,0.0,0.0,11.390804597701148,12.2,0.0013193212921600726,0.0012703338126799422,1.0,10,6,12,5,2.5,364.0,394.0,353.0,393.0,412.0,411.0,387.0,398.0,5,1.15,12.2,39,8.94,11.897435897435898,170,38.99,12.629411764705882
Patrick / Thomas H.,person,,,,,,,False,False,True,2,2.0,8,2.1,0.31412103746397696,0.07573608175791088,0.0045871559633027525,0.0045871559633027525,14.968253968253968,16.75,0.014791384868716239,0.00957352423970528,0.75,21,7,22,7,4.0,262.0,330.0,169.0,349.0,168.0,253.0,173.0,241.0,8,1.83,16.75,77,17.66,16.16883116883117,294,67.43,12.782312925170068
Payne / Ulice Jr.,person,,,,,,,False,False,False,2,2.0,7,3.0,0.2435754189944134,0.0686776403874931,0.004796582698170646,0.004197911155361327,6.444444444444444,6.285714285714286,0.0004201820158306496,0.0007057532853472985,0.6190476190476191,13,6,13,5,3.5,299.0,190.0,401.0,407.0,153.0,266.0,409.0,414.0,7,1.61,6.285714285714286,16,3.67,9.625,80,18.35,12.05
Paz / George,person,,,,,,,False,False,True,2,2.0,7,2.1666666666666665,0.306826178747361,0.0825913998863421,0.0,0.0,14.307692307692307,15.0,0.015357271852363647,0.019301152157352553,1.0,21,7,22,7,3.5,299.0,322.0,216.0,230.0,412.0,411.0,165.0,143.0,7,1.61,15.0,60,13.76,17.466666666666665,281,64.45,13.213523131672599
Perez / William D.,person,,,,,,,False,False,False,2,2.0,10,3.3333333333333335,0.2988348183687457,0.0903096627196465,0.003589258451054426,0.012742121962305458,10.5,10.5,0.008138055430209845,0.01501787406457638,0.4666666666666667,21,6,23,7,5.0,181.0,137.0,254.0,83.0,221.0,31.0,245.0,175.0,10,2.29,10.5,57,13.07,14.157894736842104,240,55.05,13.529166666666667
Peters / Aulana L.,person,,,,,,,False,False,False,3,3.0,17,4.166666666666667,0.344391785150079,0.08440615622882586,0.007304817637975947,0.004661298664778579,15.500000000000002,15.823529411764707,0.026343145976817854,0.017179753580956355,0.40441176470588236,55,7,28,7,5.666666666666667,61.0,71.0,67.0,187.0,96.0,246.0,104.0,158.0,17,3.9,15.823529411764707,130,29.82,15.246153846153845,345,79.13,12.185507246376812
Phillips / Susan M.,person,,,,,,,False,False,False,2,2.0,10,3.2500000000000004,0.3182481751824818,0.09159663865546218,0.0034101973005188128,0.010479979662944843,12.179487179487177,12.6,0.0192846714714614,0.025656866640369987,0.4666666666666667,21,6,20,6,5.0,181.0,153.0,155.0,73.0,232.0,51.0,141.0,112.0,10,2.29,12.6,80,18.35,18.075,302,69.27,12.7317880794702
Pope / John C.,person,,,,,,,False,False,False,3,3.0,10,2.45,0.31344356578001437,0.08329353328875728,0.012400404535597443,0.008993796752417446,9.673469387755102,9.8,0.014014885216757094,0.01709593837971825,0.3111111111111111,14,5,17,5,3.3333333333333335,181.0,288.0,174.0,212.0,42.0,85.0,186.0,160.0,10,2.29,9.8,67,15.37,16.223880597014926,283,64.91,12.968197879858657
Powell / Charles D.,person,,,,,,,False,False,False,2,2.0,11,3.0,0.32806621519939805,0.08584367001378224,0.0034108834672285735,0.004635676127106616,17.222222222222225,18.0,0.03732951158346204,0.035514903101063595,0.6727272727272727,37,6,36,9,5.5,142.0,190.0,114.0,152.0,231.0,250.0,78.0,85.0,11,2.52,18.0,94,21.56,15.882978723404255,323,74.08,12.603715170278639
Powell / Kendall J.,person,,,,,,,False,False,True,2,2.0,10,3.041666666666667,0.31988261188554656,0.08042549266762998,0.007151048505311157,0.005817442961449886,10.684931506849313,13.4,0.01733729025342934,0.009076058928351177,0.4444444444444444,20,6,20,6,5.0,181.0,185.0,147.0,280.0,101.0,193.0,149.0,250.0,10,2.29,13.4,86,19.72,16.08139534883721,304,69.72,12.776315789473685
Price / Hugh B.,person,,,,,,,False,False,False,2,2.0,12,3.916666666666667,0.31187410586552217,0.09408041429907214,0.0034374127341913405,0.010979653497053057,11.85106382978723,11.833333333333334,0.010399130499731747,0.019075637127045332,0.4696969696969697,31,6,26,7,6.0,115.0,90.0,184.0,37.0,230.0,45.0,222.0,147.0,12,2.75,11.833333333333334,74,16.97,14.64864864864865,281,64.45,13.145907473309608
Prince / Charles O. III,person,,,,,,,False,False,True,2,2.0,13,4.083333333333334,0.3132183908045977,0.09247410654317932,0.005345839303694899,0.009693818274463972,12.999999999999996,13.538461538461538,0.02979619250356519,0.04656298780701684,0.46153846153846156,36,5,25,7,6.5,99.0,77.0,175.0,58.0,134.0,65.0,93.0,65.0,13,2.98,13.538461538461538,74,16.97,15.743243243243244,281,64.45,13.092526690391459
Prince / Larry L.,person,,,,,,,True,False,False,2,2.0,5,2.25,0.2321618743343983,0.0723251313243019,0.002637769281936696,0.004877239101127283,5.962962962962963,6.4,0.0003478599000136637,0.0012178666462416257,0.7,7,6,7,4,2.5,364.0,312.0,416.0,386.0,266.0,232.0,414.0,400.0,5,1.15,6.4,18,4.13,7.166666666666667,65,14.91,11.523076923076923
Prueher / Joseph W.,person,,,,,,,False,False,True,3,3.0,11,2.65,0.30446927374301674,0.07954752782338989,0.007641917288370287,0.004838085362444741,9.433962264150944,9.818181818181818,0.011173428217464778,0.008718810011790286,0.2909090909090909,16,7,15,5,3.6666666666666665,142.0,259.0,228.0,295.0,87.0,236.0,214.0,253.0,11,2.52,9.818181818181818,67,15.37,15.238805970149254,268,61.47,13.190298507462687
Racicot / Marc F.,person,,,,,,,False,False,False,2,2.0,6,1.7499999999999998,0.29163879598662207,0.08212985055883462,0.0,0.0,13.571428571428573,13.833333333333334,0.0038347434954181833,0.004530542679879787,1.0,15,7,18,6,3.0,336.0,358.0,292.0,239.0,412.0,411.0,321.0,320.0,6,1.38,13.833333333333334,53,12.16,12.377358490566039,229,52.52,13.11353711790393
Rapley / David E.,person,,,,,,,False,False,False,2,2.0,3,2.0,0.23253333333333334,0.06537875190563067,0.0,0.0,5.5,6.333333333333333,0.000289875382445148,0.0005173266252160681,1.0,3,7,4,3,1.5,413.0,336.0,414.0,426.0,412.0,411.0,419.0,420.0,3,0.69,6.333333333333333,13,2.98,9.461538461538462,62,14.22,12.064516129032258
Rebolledo / Rogelio M.,person,,,,,,,False,False,False,2,2.0,4,1.1166666666666667,0.2825664290343487,0.07225122213936531,0.0,0.0,11.895522388059701,12.75,0.003657738109839652,0.003035870201850924,1.0,6,7,6,4,2.0,399.0,415.0,318.0,390.0,412.0,411.0,325.0,351.0,4,0.92,12.75,38,8.72,14.0,203,46.56,13.29064039408867
Redstone / Shari,person,,,,,,,False,False,False,2,2.0,6,3.333333333333333,0.25844694724362777,0.0748754937317534,0.0002261698881814666,0.0008114996243752976,7.4,8.333333333333334,0.0011883158075268194,0.0024270929001176393,0.8,12,8,15,5,3.0,336.0,142.0,387.0,364.0,406.0,400.0,393.0,374.0,6,1.38,8.333333333333334,25,5.73,11.64,128,29.36,14.3125
Redstone / Sumner M.,person,,,,,,,False,False,False,2,2.0,6,3.333333333333333,0.25844694724362777,0.0748754937317534,0.0002261698881814666,0.0008114996243752976,7.4,8.333333333333334,0.0011883158075268194,0.0024270929001176393,0.8,12,8,15,5,3.0,336.0,142.0,387.0,364.0,406.0,400.0,393.0,374.0,6,1.38,8.333333333333334,25,5.73,11.64,128,29.36,14.3125
Reese / Ann N.,person,,,,,,,False,False,False,2,2.0,8,2.4166666666666665,0.290473017988008,0.08293177783413644,0.002623766539218986,0.0036001767574054817,13.827586206896552,14.625,0.025624585486048942,0.037827621034192245,0.75,21,6,22,7,4.0,262.0,293.0,295.0,221.0,269.0,297.0,108.0,77.0,8,1.83,14.625,49,11.24,17.040816326530614,223,51.15,13.340807174887892
Reilley / Dennis H.,person,,,,,,,False,False,False,3,3.0,17,3.9944444444444445,0.3449367088607595,0.08272721522990324,0.008852209710264068,0.006338292918489057,13.510431154381084,15.176470588235293,0.0315714700703369,0.015918569316315502,0.36764705882352944,50,6,25,7,5.666666666666667,61.0,84.0,65.0,225.0,70.0,173.0,90.0,169.0,17,3.9,15.176470588235293,126,28.9,15.88888888888889,350,80.28,12.09142857142857
Reilly / William K.,person,,,,,,,False,False,True,2,2.0,12,3.316666666666667,0.3419607843137255,0.0905503634475597,0.004147607502840744,0.007167256974774678,16.386934673366834,17.5,0.03752017158720184,0.0360744599247983,0.4696969696969697,31,6,26,7,6.0,115.0,145.0,74.0,81.0,196.0,137.0,77.0,82.0,12,2.75,17.5,122,27.98,15.959016393442623,349,80.05,12.18624641833811
Rein / Catherine A.,person,,,,,,,True,False,False,2,2.0,8,2.583333333333333,0.2674846625766871,0.0793063724004123,0.0,0.0,11.903225806451612,11.875,0.001598291929630591,0.0026257459197419485,1.0,28,7,30,8,4.0,262.0,269.0,373.0,300.0,412.0,411.0,378.0,370.0,8,1.83,11.875,36,8.26,12.055555555555555,154,35.32,12.616883116883116
Reinemund / Steven S.,person,,,,,,,True,False,False,4,4.0,21,4.342857142857144,0.331306990881459,0.07997065297138664,0.01403299294751822,0.0034890330825161574,12.652412280701752,13.380952380952381,0.05457873093888743,0.04865545259551884,0.2857142857142857,60,6,27,7,5.25,35.0,64.0,101.0,288.0,36.0,304.0,56.0,62.0,21,4.82,13.380952380952381,98,22.48,15.081632653061224,322,73.85,12.503105590062113
Renwick / Glenn M.,person,,,,,,,False,False,False,2,2.0,5,1.4999999999999998,0.2829331602855289,0.07512707848711984,0.0010712472382328438,0.0020021918922583258,8.88888888888889,9.8,0.002093341418994579,0.002733901406120485,0.6,6,7,7,4,2.5,364.0,389.0,317.0,361.0,370.0,365.0,359.0,363.0,5,1.15,9.8,37,8.49,11.783783783783784,215,49.31,13.637209302325582
Renyi / Thomas A.,person,,,,,,,False,False,False,2,2.0,6,1.708333333333333,0.3127690100430416,0.07467032026031854,0.0005627430826709328,0.002280220745896165,11.170731707317074,15.5,0.014611429237161747,0.006128819536873517,0.4666666666666667,7,6,14,5,3.0,336.0,360.0,179.0,368.0,394.0,356.0,178.0,288.0,6,1.38,15.5,75,17.2,17.08,289,66.28,12.982698961937716
Reyes / J. Christopher,person,,,,,,,False,False,False,2,2.0,10,2.6499999999999995,0.3222468588322247,0.08680935788949726,0.0038603805755848646,0.005922616289588767,14.056603773584909,14.7,0.012794236846937486,0.012150459252028735,0.5111111111111111,23,6,23,7,5.0,181.0,263.0,138.0,129.0,205.0,190.0,199.0,199.0,10,2.29,14.7,84,19.27,13.845238095238095,307,70.41,12.710097719869706
Rice / Linda Johnson,person,,,,,,,False,False,False,2,2.0,9,2.9166666666666665,0.30193905817174516,0.08637083993660856,0.005898898573984505,0.01151613413476748,10.37142857142857,10.333333333333334,0.006613811271274333,0.009469587053156163,0.5,18,6,19,6,4.5,220.0,210.0,238.0,144.0,122.0,40.0,270.0,243.0,9,2.06,10.333333333333334,56,12.84,14.910714285714286,258,59.17,13.069767441860465
Richardson / William C.,person,,,,,,,True,False,False,2,2.0,13,4.033333333333334,0.29519295870006773,0.08245602975477527,0.0055437155720617646,0.0100230403947582,10.644628099173552,11.0,0.0027849131804802115,0.0036590062939726433,0.48717948717948717,38,6,30,8,6.5,99.0,80.0,274.0,231.0,130.0,56.0,342.0,333.0,13,2.98,11.0,59,13.53,11.830508474576272,225,51.61,12.204444444444444
Roberts / Roy S.,person,,,,,,,False,False,False,2,2.0,14,4.116666666666667,0.3310554290053151,0.09247737556561085,0.009295654338050168,0.016801704394238403,14.287449392712547,14.785714285714286,0.013862879694352657,0.014653620668128366,0.4725274725274725,43,7,30,8,7.0,88.0,75.0,102.0,57.0,66.0,10.0,191.0,180.0,14,3.21,14.785714285714286,103,23.62,13.368932038834952,332,76.15,12.370481927710843
Robinson / Ray M.,person,,,,,,,False,False,False,2,2.0,7,1.9499999999999997,0.2988348183687457,0.07884267631103074,0.0009146460072045011,0.0018325775949945516,12.452991452991453,13.285714285714286,0.00781971368044186,0.007598069595029107,0.7142857142857143,15,7,18,6,3.5,299.0,342.0,254.0,310.0,378.0,368.0,248.0,274.0,7,1.61,13.285714285714286,61,13.99,14.295081967213115,254,58.26,13.393700787401574
Roche / Joyce M.,person,,,,,,,False,False,False,2,2.0,10,3.0833333333333335,0.31299353912419237,0.0891342124092814,0.004761018516748698,0.006429927238215758,12.405405405405405,12.9,0.014154252412589854,0.018397679795006495,0.5333333333333333,24,6,23,7,5.0,181.0,181.0,176.0,99.0,157.0,167.0,184.0,152.0,10,2.29,12.9,78,17.89,14.615384615384615,286,65.6,12.821678321678322
Rodgers / Johnathan A.,person,,,,,,,False,False,False,2,2.0,11,3.066666666666667,0.3196480938416422,0.08882550677396353,0.0020172330083021214,0.007186544342507644,17.88586956521739,19.272727272727273,0.05685033209115238,0.06379999151640106,0.5636363636363636,31,5,31,8,5.5,142.0,184.0,149.0,102.0,314.0,136.0,54.0,48.0,11,2.52,19.272727272727273,84,19.27,17.892857142857142,304,69.72,12.723684210526315
Rodin / Judith,person,,,,,,,True,False,True,3,3.0,11,2.3833333333333333,0.3241635687732342,0.08,0.006137628102142161,0.003526528218872415,14.25874125874126,15.090909090909092,0.02426891116847585,0.016834993321758317,0.38181818181818183,21,6,24,7,3.6666666666666665,142.0,295.0,126.0,287.0,116.0,302.0,114.0,163.0,11,2.52,15.090909090909092,105,24.08,15.380952380952381,308,70.64,12.704545454545455
Rodkin / Gary M.,person,,,,,,,False,False,False,2,2.0,10,3.166666666666667,0.29499323410013534,0.08475894245723173,0.0024732817951621587,0.004133671114057069,10.289473684210526,10.6,0.005156200731724016,0.008414537636298269,0.4666666666666667,21,6,22,7,5.0,181.0,164.0,275.0,179.0,284.0,272.0,295.0,262.0,10,2.29,10.6,57,13.07,13.175438596491228,234,53.67,13.666666666666666
Rogel / Steven R.,person,,,,,,,False,False,False,2,2.0,10,3.3333333333333335,0.2941970310391363,0.0869970069837047,0.004225436992554331,0.010233320052718228,9.299999999999999,9.3,0.004774893109449121,0.008614076971010345,0.4666666666666667,21,6,20,6,5.0,181.0,137.0,279.0,124.0,193.0,55.0,304.0,257.0,10,2.29,9.3,50,11.47,12.36,232,53.21,13.547413793103448
Rogers / James E.,person,,,,,,,False,True,True,3,2.0,20,4.361111111111112,0.36182572614107883,0.08788550695424309,0.012455947846875474,0.00734161373911453,21.053503184713374,22.6,0.09740045377489882,0.0773201434617507,0.6526315789473685,124,6,41,16,6.666666666666667,43.0,62.0,36.0,113.0,41.0,129.0,34.0,39.0,20,4.59,22.6,157,36.01,14.445859872611464,371,85.09,11.943396226415095
Rogers / John W. Jr.,person,,,,,,,False,False,False,3,3.0,17,4.3,0.3263473053892216,0.0812952546691942,0.012471693625575072,0.006044257978772375,11.771317829457365,12.294117647058824,0.008218391260118337,0.007040405964743306,0.35294117647058826,48,6,26,7,5.666666666666667,61.0,67.0,120.0,261.0,40.0,181.0,243.0,281.0,17,3.9,12.294117647058824,96,22.02,12.59375,310,71.1,12.593548387096774
Romrell / Larry E.,person,,,,,,,False,False,False,2,2.0,3,2.0,0.23253333333333334,0.06537875190563067,0.0,0.0,5.5,6.333333333333333,0.000289875382445148,0.0005173266252160681,1.0,3,7,4,3,1.5,413.0,336.0,414.0,426.0,412.0,411.0,419.0,420.0,3,0.69,6.333333333333333,13,2.98,9.461538461538462,62,14.22,12.064516129032258
Rose / Matthew K.,person,,,,,,,False,False,True,3,3.0,19,4.416666666666667,0.34548335974643424,0.08982282653481664,0.015230536796137307,0.01194861686873708,12.479245283018868,12.842105263157896,0.02265517373374687,0.0213242057744049,0.2982456140350877,51,6,25,7,6.333333333333333,47.0,59.0,63.0,89.0,33.0,37.0,119.0,133.0,19,4.36,12.842105263157896,132,30.28,14.18939393939394,342,78.44,12.31578947368421
Rossotti / Charles O.,person,,,,,,,True,False,True,2,2.0,10,3.1166666666666667,0.3004824259131633,0.08461090626819329,0.0035147208286913107,0.009638832320736779,11.06951871657754,11.5,0.006393419833258199,0.006298225492101895,0.4888888888888889,22,7,24,7,5.0,181.0,177.0,249.0,183.0,228.0,66.0,272.0,287.0,10,2.29,11.5,63,14.45,12.682539682539682,261,59.86,12.96551724137931
Rowe / John W.,person,,,,,,,False,False,False,4,4.0,18,3.7428571428571433,0.3390357698289269,0.08116913338918365,0.020521984117329573,0.0076294337904587815,10.244274809160304,10.88888888888889,0.012295828396034644,0.009647573958556626,0.24836601307189543,38,5,24,7,4.5,53.0,106.0,80.0,267.0,15.0,123.0,202.0,239.0,18,4.13,10.88888888888889,111,25.46,12.954954954954955,340,77.98,12.23235294117647
Royal / Frank S.,person,,,,,,,True,False,False,3,3.0,7,1.75,0.23378016085790884,0.06638246041412911,0.00825019594756549,0.00697209318244467,4.714285714285714,4.714285714285714,0.0002716803894579945,0.0005716268240037925,0.3333333333333333,7,6,7,4,2.3333333333333335,299.0,357.0,413.0,420.0,78.0,143.0,422.0,417.0,7,1.61,4.714285714285714,18,4.13,6.111111111111111,59,13.53,10.745762711864407
Rubenstein / David M.,person,,,,,,,False,True,False,2,,26,8.019047619047615,0.37137989778534924,0.10346464167062173,0.0042655273462607465,0.018801548727205155,23.086104513064146,23.192307692307693,0.12997353765922606,0.15774337605699562,0.5723076923076923,186,6,41,16,13.0,16.0,2.0,18.0,1.0,191.0,3.0,23.0,15.0,26,5.96,23.192307692307693,177,40.6,14.271186440677965,378,86.7,11.804232804232804
Russo / Patricia F.,person,,,,,,,False,False,False,3,3.0,14,3.1428571428571432,0.332824427480916,0.08675465941500297,0.006795127286142778,0.005548019592625733,13.418181818181818,13.714285714285714,0.028335967569173632,0.02575884619805138,0.2967032967032967,27,6,25,7,4.666666666666667,88.0,172.0,93.0,133.0,107.0,206.0,98.0,111.0,14,3.21,13.714285714285714,111,25.46,15.702702702702704,329,75.46,12.386018237082068
Rust / Edward B. Jr.,person,,,,,,,False,True,False,3,2.0,29,6.600000000000002,0.38145231846019245,0.09833107803337844,0.014106949888125072,0.009785925180485724,21.901515151515145,22.103448275862068,0.17444286673325848,0.1701872401840132,0.4482758620689655,182,6,43,17,9.666666666666666,12.0,13.0,11.0,10.0,35.0,62.0,7.0,14.0,29,6.65,22.103448275862068,184,42.2,14.728260869565217,392,89.91,11.619897959183673
Ryan / Robert L.,person,,,,,,,True,False,False,3,3.0,11,2.5166666666666666,0.3025676613462873,0.07479414455626715,0.006166199550880812,0.002833003815287903,10.596026490066224,11.363636363636363,0.022011240550064086,0.014773839929928189,0.32727272727272727,18,6,20,6,3.6666666666666665,142.0,279.0,236.0,367.0,115.0,335.0,120.0,179.0,11,2.52,11.363636363636363,68,15.6,16.058823529411764,265,60.78,13.267924528301887
Ryan / Thomas M.,person,,,,,,,False,False,False,2,2.0,7,3.0000000000000004,0.2812903225806452,0.08165813459857661,0.0010923018545867618,0.0036967755316379175,8.333333333333332,8.714285714285714,0.005064695352159311,0.00977465111255135,0.6190476190476191,13,7,18,6,3.5,299.0,188.0,323.0,249.0,365.0,290.0,299.0,235.0,7,1.61,8.714285714285714,32,7.34,15.5625,201,46.1,14.298507462686567
Ryan / William J.,person,,,,,,,False,False,False,2,2.0,5,1.5833333333333333,0.27647431832593533,0.07364242884891478,0.009715665708516697,0.00786361224513707,7.947368421052631,8.8,0.009258717930424104,0.011517163923875605,0.4,4,6,6,4,2.5,364.0,380.0,344.0,377.0,61.0,116.0,232.0,213.0,5,1.15,8.8,36,8.26,17.88888888888889,178,40.83,13.640449438202246
Salerno / Frederic V.,person,,,,,,,False,False,False,2,2.0,6,3.333333333333333,0.25844694724362777,0.0748754937317534,0.0002261698881814666,0.0008114996243752976,7.4,8.333333333333334,0.0011883158075268194,0.0024270929001176393,0.8,12,8,15,5,3.0,336.0,142.0,387.0,364.0,406.0,400.0,393.0,374.0,6,1.38,8.333333333333334,25,5.73,11.64,128,29.36,14.3125
Sandberg / Sheryl K.,person,,,,,,,False,False,True,2,2.0,9,2.9166666666666665,0.2982216142270862,0.0854874023724715,0.004687234662910118,0.00649675107837082,10.8,11.333333333333334,0.010703337413697521,0.012610532487759216,0.5,18,7,18,6,4.5,220.0,210.0,259.0,164.0,163.0,163.0,219.0,196.0,9,2.06,11.333333333333334,61,13.99,16.21311475409836,246,56.42,13.642276422764228
Sanger / Stephen W.,person,,,,,,,True,False,False,3,3.0,19,4.716666666666667,0.34222919937205654,0.09240224647663452,0.010394286315776668,0.007267712983467483,14.120141342756185,14.368421052631579,0.02616146847780127,0.02560039993219176,0.34502923976608185,59,6,32,8,6.333333333333333,47.0,49.0,72.0,59.0,56.0,133.0,105.0,113.0,19,4.36,14.368421052631579,120,27.52,14.191666666666666,341,78.21,12.228739002932551
Sargent / Ronald L.,person,,,,,,,False,False,False,2,2.0,8,2.6666666666666665,0.28552717747216766,0.08469308469308469,0.0036318371850151423,0.006018238150474787,9.25,9.25,0.004332100472704783,0.007828382225698918,0.5714285714285714,16,6,18,6,4.0,262.0,254.0,308.0,181.0,218.0,182.0,313.0,270.0,8,1.83,9.25,41,9.4,12.536585365853659,204,46.79,13.877450980392156
Sarin / Arun,person,,,,,,,False,False,False,2,2.0,5,1.6666666666666665,0.26360338573155984,0.07920072661217076,0.002439316003151576,0.0056180015457142915,7.0,7.0,0.0016335245928393914,0.0033573190686543523,0.4,4,7,10,4,2.5,364.0,367.0,377.0,302.0,286.0,202.0,376.0,343.0,5,1.15,7.0,27,6.19,11.592592592592593,140,32.11,15.278571428571428
Satcher / David,person,,,,,,,False,False,True,2,2.0,11,3.666666666666667,0.31299353912419237,0.09661336189385825,0.0046887779026609806,0.012457694858833737,11.727272727272725,11.727272727272727,0.011349681511341487,0.022234981791637364,0.45454545454545453,25,5,26,7,5.5,142.0,114.0,176.0,18.0,162.0,33.0,209.0,128.0,11,2.52,11.727272727272727,74,16.97,15.513513513513514,279,63.99,13.222222222222221
Schaeffer / Leonard D.,person,,,,,,,False,True,False,2,1.0,21,5.774999999999999,0.36062861869313484,0.09478260869565218,0.009466442330456952,0.01349301834116766,21.07359307359308,22.666666666666668,0.09964431089002851,0.09952627669831766,0.6238095238095238,131,6,41,16,10.5,35.0,26.0,38.0,34.0,64.0,26.0,31.0,26.0,21,4.82,22.666666666666668,153,35.09,14.69281045751634,368,84.4,11.964673913043478
Schiro / James J.,person,,,,,,,True,False,False,2,2.0,12,3.833333333333334,0.31142857142857144,0.0919831223628692,0.00429617678280233,0.010844212056505261,12.239130434782606,12.583333333333334,0.014484548832843539,0.021488761681629484,0.48484848484848486,32,6,25,7,6.0,115.0,96.0,186.0,67.0,188.0,48.0,181.0,131.0,12,2.75,12.583333333333334,73,16.74,14.301369863013699,287,65.83,12.937282229965156
Schmidt / Eric,person,,,,,,,False,False,True,2,2.0,5,1.4999999999999998,0.27490542244640603,0.07870983271151763,0.0019373200151279154,0.0031401430128098914,9.222222222222223,9.8,0.0033783170600904145,0.004354503038913056,0.4,4,7,9,4,2.5,364.0,389.0,348.0,311.0,319.0,316.0,330.0,325.0,5,1.15,9.8,40,9.17,13.15,186,42.66,14.602150537634408
Schofield / Seth E.,person,,,,,,,False,False,False,2,2.0,9,2.7416666666666667,0.3288084464555053,0.08472874493927124,0.001561151529008897,0.007435553391738134,15.64741641337386,18.11111111111111,0.018146353673429427,0.008896008287483473,0.6388888888888888,23,6,25,7,4.5,220.0,245.0,111.0,180.0,338.0,127.0,146.0,252.0,9,2.06,18.11111111111111,102,23.39,15.450980392156863,327,75.0,12.428134556574923
